회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),[제조]이자보상배율(이자비용)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]자본(*)(IFRS),[제조]매출액(수익)(*)(IFRS연결),[제조]매출원가(*)(IFRS연결),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS),[제조]매출원가(*)(IFRS),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS),[제조]      이자비용(*)(IFRS연결),[제조]      이자비용(*)(IFRS)
(주)오르비텍,046120,2018/12,4.48,167040,68169349,6.06,-7031,67829706,69213196,60969961,4068002,67921225,58877000,3397221,932245,932245
(주)오르비텍,046120,2019/12,3.02,-2905061,68772964,3.43,-3613999,68454233,74944341,66458489,4379771,74556580,66228349,3663515,1359055,1359055
(주)오르비텍,046120,2020/12,-6.57,3350314,47151799,-10.42,3840848,47092921,53395114,54319733,6239484,47522413,53624322,5256298,1090053,1089522
(주)오르비텍,046120,2021/12,5.16,-6286995,58884084,0.36,-6446686,58913277,78176336,49375612,18663354,57524013,49082872,7750875,1965722,1904482
(주)오르비텍,046120,2022/12,-6.03,-4882706,57286953,-1.96,1534580,56320504,59220237,59518962,11453667,52421310,48261332,7764578,1948932,1840017
(주)오리엔탈정공,014940,2010/12,0.75,43975641,132931448,1.16,17631124,125056985,360994898,319875281,28707180,324151871,290650431,22503995,19309173,11328107
(주)오리엔탈정공,014940,2011/12,-3.54,-21672897,32453750,-3.65,-20162924,22510603,407039310,469133571,33799464,389403693,423833170,24371311,26589398,15363738
(주)오리엔탈정공,014940,2012/12,-3.42,40463299,-84923683,-5.01,2328989,-82021038,254795775,284364807,28290221,247349591,279052540,19399893,15404382,8680630
(주)오리엔탈정공,014940,2013/12,0.32,-1707449,56742479,0.26,-1055897,53170967,175658587,158464373,15190576,163794152,148227133,13951397,6322749,6236426
(주)오리엔탈정공,014940,2014/12,-4.71,-6556527,23308045,-4.92,-6598527,19364131,163659053,176386737,15279191,150862832,165233532,13983947,5948503,5766780
(주)오리엔탈정공,014940,2015/12,-0.74,2029876,31090085,0.19,5121092,30107196,178690825,169063039,14296857,117675144,107409934,9514035,6344684,3854146
(주)오리엔탈정공,014940,2016/12,0.28,16634136,11393223,6.27,7837398,22694336,182955369,165619171,15713922,82027963,66818233,7420833,5729381,1242078
(주)오리엔탈정공,014940,2017/12,0.62,-7468900,11603650,9.6,2322130,25389095,100983082,87971665,11035778,47621915,37550583,5827410,3265637,442115
(주)오리엔탈정공,014940,2018/12,-0.42,-1995833,12678129,0.16,-5265958,27453023,77475080,68786923,10143237,41201091,35782830,5342261,3481109,464692
(주)오리엔탈정공,014940,2019/12,1.6,11596713,31416312,2.26,5135291,34105265,130107247,115928924,8840370,59522470,52151674,6352133,3337114,450472
(주)오리엔탈정공,014940,2020/12,7.2,10522499,60148566,48.24,9050261,65932238,167739622,138239140,8248182,69049057,53268318,6271371,2950152,197121
(주)오리엔탈정공,014940,2021/12,2.77,-1497200,75236711,2474.43,1669606,73126222,115922944,99888071,9340085,60393164,47136292,6246806,2396874,2230
(주)오리엔탈정공,014940,2022/12,3.65,11144667,84800394,358.74,9786753,81612756,131568018,114007119,8380718,69844435,56410507,6543701,2508648,19208
(주)오리엔트정공,065500,2010/12,,,,-14.36,-3840954,22185111,,,,54058654,53064655,6251826,,1573849
(주)오리엔트정공,065500,2011/12,,,,-4.65,-12661444,5682123,,,,23002501,24436084,7269176,,3900450
(주)오리엔트정공,065500,2012/12,,,,0.77,-1062397,7161766,,,,30406732,26860344,2206076,,0
(주)오리엔트정공,065500,2013/12,,,,0.82,4953065,7573346,,,,36003959,31582443,3388232,,0
(주)오리엔트정공,065500,2014/12,,,,1.19,584741,13827947,,,,46998361,41929335,3877380,,0
(주)오리엔트정공,065500,2015/12,1.09,3294409,19150996,1.09,3294409,14438458,53726370,48865969,3826869,53726370,48865969,3826869,0,0
(주)오리엔트정공,065500,2016/12,-0.27,1448981,40489965,-0.34,904541,35534562,71001875,66557974,4679985,52824038,48657500,4433300,115395,115395
(주)오리엔트정공,065500,2017/12,0.8,4252643,38098831,1.52,3106576,41230005,97067185,84091164,11594623,61682435,56092865,4562242,115593,115593
(주)오리엔트정공,065500,2018/12,-3.71,-7551355,56258327,-3.06,-805132,61360172,98179112,91080664,12534800,62891832,59506567,5197008,18497,18497
(주)오리엔트정공,065500,2019/12,-2.22,3760183,52662414,-3.46,2207715,55955641,97332735,87764918,12804175,65499093,61888002,5712105,1460692,607011
(주)오리엔트정공,065500,2020/12,-6.45,1539890,39184909,-8.53,-1005358,36857771,82203177,76603004,14353170,50503039,49811600,5907753,1357953,611635
(주)오리엔트정공,065500,2021/12,0.22,1703737,39707498,2.32,985230,38063798,114867580,100125052,14390547,79538931,71605981,6140940,1589961,771950
(주)오리엔트정공,065500,2022/12,-0.92,3061245,50170501,-0.19,5212858,38744651,134303203,120601516,15240497,89396123,82167384,7344912,1673432,605444
(주)오리콤,010470,2010/12,772.66,8590943,41712541,737.05,8692936,41492174,90010764,47852309,35500570,86062329,44608202,35082274,8000,8000
(주)오리콤,010470,2011/12,1128.69,-4364505,46204988,1065.95,-4532345,45555163,104216744,56316764,39267796,98285803,51303426,38853263,8000,8000
(주)오리콤,010470,2012/12,3916.3,9030638,49184565,3841.29,8690468,48482075,112494057,64819518,39841936,108574328,61470740,39421002,2000,2000
(주)오리콤,010470,2013/12,999999999,7823025,61228589,999999999,7846978,60470919,100030921,58569763,37465802,94941548,54017691,37013097,0,0
(주)오리콤,010470,2014/12,999999999,22573652,61351668,999999999,22379612,60427437,94512857,54854136,36469740,90527249,51552186,36003424,0,0
(주)오리콤,010470,2015/12,999999999,3094734,67699940,999999999,6567800,63018702,126262025,79541695,43741722,96003504,55544693,37843189,0,0
(주)오리콤,010470,2016/12,999999999,11544561,70020148,999999999,7678907,65811514,161929811,107693576,48082378,98148956,58646799,36094510,0,0
(주)오리콤,010470,2017/12,999999999,15211627,72742237,999999999,10389737,66750886,167439882,113467782,47536778,100266090,60473259,35815602,0,0
(주)오리콤,010470,2018/12,999999999,15645031,78292483,999999999,10420683,69858545,182757797,124744739,47278871,106964120,63878293,35428993,0,0
(주)오리콤,010470,2019/12,88.4,5615457,82871942,101.56,-506595,71272414,198545882,142271616,48318468,113009121,72241694,35892510,90000,48000
(주)오리콤,010470,2020/12,38.25,-7726094,82079841,-5.97,-6185493,68918978,132282414,86153055,45096646,82968896,50056273,33055819,27000,24000
(주)오리콤,010470,2021/12,104.68,13359701,97086727,62.46,8915207,77374583,157357863,100399590,50363206,102099904,61067343,37159825,63000,62000
(주)오리콤,010470,2022/12,208.51,19183818,106561491,177.86,15684555,83723929,190089491,120050279,55864699,122582256,67975754,43554184,68000,62000
(주)오비고,352910,2010/12,,,,,,,,,,,,,,
(주)오비고,352910,2011/12,,,,,,,,,,,,,,
(주)오비고,352910,2012/12,,,,,,,,,,,,,,
(주)오비고,352910,2013/12,,,,,,,,,,,,,,
(주)오비고,352910,2014/12,,,,,,,,,,,,,,
(주)오비고,352910,2015/12,,,,,,,,,,,,,,
(주)오비고,352910,2016/12,,,,,,,,,,,,,,
(주)오비고,352910,2017/12,,,,,,,,,,,,,,
(주)오비고,352910,2018/12,,,,,,,,,,,,,,
(주)오비고,352910,2019/12,-1.48,-2765373,-21726078,-1.37,-2824337,-21528093,10228573,0,13736795,10190965,0,13445584,2373752,2373134
(주)오비고,352910,2020/12,-0.36,-745030,145422,-0.36,-826147,299870,12068904,0,13035521,11618381,0,12584322,2720745,2719914
(주)오비고,352910,2021/12,-34.41,-5011224,27649443,-35.66,-5037608,27585914,7658542,0,13729878,6493003,0,12752191,176419,175505
(주)오비고,352910,2022/12,-50.27,-1155707,35037679,-53.31,-1273810,35000847,12085147,0,15051624,11004454,0,13821888,59013,52854
(주)오상헬스케어,036220,2010/12,,,,7.32,7007134,61362421,,,,50136418,24306533,12855580,,1361392
(주)오상헬스케어,036220,2011/12,,,,10.75,8836687,71065450,,,,53012442,27154508,17396269,,719153
(주)오상헬스케어,036220,2012/12,,,,-2.82,4832335,73564741,,,,56670383,31779824,25665191,,275003
(주)오상헬스케어,036220,2013/12,-4.34,-848236,63139388,-4.09,-227301,63409816,50982112,30816161,26511497,50938976,30935172,25980964,1463547,1459841
(주)오상헬스케어,036220,2014/12,-3.03,-1332972,48970289,-2.91,-551292,49132467,55082230,34821604,24489883,54820355,35142091,23707459,1396559,1382617
(주)오상헬스케어,036220,2015/12,-0.38,671802,51961405,1.92,2490413,51068117,50383419,30683708,20156928,50104898,28703449,19119766,1216562,1189292
(주)오상헬스케어,036220,2016/12,,,,,3853977,48674027,,,,59073746,34129737,20495695,,317539
(주)오상헬스케어,036220,2017/12,,,,4339.72,-460331,56558513,,,,54339923,36546428,15450046,,540
(주)오상헬스케어,036220,2018/12,,,,999999999,971802,60871713,,,,56145505,38029079,17098443,,0
(주)오상헬스케어,036220,2019/12,,,,-23.56,5293698,70653186,,,,57268999,41446999,17346576,,64703
(주)오상헬스케어,036220,2020/12,,,,457.51,101161765,198089832,,,,257967344,67604912,29643955,,351292
(주)오상헬스케어,036220,2021/12,-460.55,10807352,178479284,-634.51,8806682,178456780,132326879,84709630,54700977,129592926,84678651,54167943,15381,14584
(주)오상헬스케어,036220,2022/12,1962.2,42353497,199892506,2020.2,41118863,198316991,193893073,95859936,48732962,193619156,95730012,53083154,25125,22178
(주)오션스톤,329020,2018/12,,,,,,,,,,,,,,
(주)오션스톤,329020,2019/12,,,,,,,,,,,,,,
(주)오션스톤,329020,2020/12,,,,,,,,,,,,,,
(주)오션스톤,329020,2021/12,,,,,,,,,,,,,,
(주)오스코텍,039200,2010/12,1.08,-1438412,25545130,0.08,-511464,23239179,24425770,14567925,8759521,14133330,8597293,5536335,1510338,1031256
(주)오스코텍,039200,2011/12,0.55,375900,25726831,0.18,-940928,25241920,25966280,16314584,9041522,15401169,11068458,4143388,1166917,954529
(주)오스코텍,039200,2012/12,-0.81,3335387,24472827,-0.77,949045,24429533,24755850,16625258,8904038,13473249,10112274,3965953,302985,302985
(주)오스코텍,039200,2013/12,-1.43,-1345621,22165350,-3.3,-111146,20402318,21858819,12481641,10262341,11380797,9079853,4029977,524159,524159
(주)오스코텍,039200,2014/12,-1.42,-1962080,21783203,-1.99,-1276238,19727531,17110321,9519931,8346663,6959954,5142304,2642054,531500,414582
(주)오스코텍,039200,2015/12,1.02,645419,26917977,1.22,2103663,24715233,18335818,9852533,7797686,6392975,3583643,2166096,669928,528244
(주)오스코텍,039200,2016/12,-2.51,-3369209,28760988,-1.24,353687,26490942,3553891,1495578,3797822,4660728,3042194,2420380,692887,647820
(주)오스코텍,039200,2017/12,-11.98,-3689053,25652879,-8.06,-2414793,20530353,3908491,1679957,8034062,3700345,1679957,5541151,484577,436785
(주)오스코텍,039200,2018/12,4.85,-5077994,51669237,1.73,-2712675,42739036,18702672,2437565,10087511,11688259,2437565,7058177,1272861,1268833
(주)오스코텍,039200,2019/12,-16.36,27469,54366264,-11.57,-4018607,54634617,4368520,2094622,22130132,4374303,2094622,16137258,1213748,1198205
(주)오스코텍,039200,2020/12,2.23,-17881396,57241110,-14.57,-16348055,49471751,43470793,1893898,39996459,23409943,1893898,31341570,709243,674515
(주)오스코텍,039200,2021/12,-261,-8761868,31188516,-203.66,-10718568,30281191,3902735,1951616,30047884,3894327,1951616,20779186,107650,92489
(주)오스코텍,039200,2022/12,-90.51,-26420975,121821006,-70.23,-16046779,131879270,5062376,2023734,31677014,4520854,2023734,19089989,316400,236267
(주)오스테오닉,226400,2015/12,,,,,-1261254,5690020,,,,3507337,1341429,1865261,,160006
(주)오스테오닉,226400,2016/12,,,,3.77,-1730395,11677799,,,,6640435,2642807,2524186,,390343
(주)오스테오닉,226400,2017/12,,,,2.72,-795798,7426540,,,,8540412,3674652,2644375,,817405
(주)오스테오닉,226400,2018/12,,,,0.19,317534,28497055,,,,9084786,5168048,3780942,,713304
(주)오스테오닉,226400,2019/12,,,,0.35,-2458117,28956705,,,,11161204,6132118,4549579,,0
(주)오스테오닉,226400,2020/12,,,,0.12,2751676,24281487,,,,12614551,7119311,5267199,,0
(주)오스테오닉,226400,2021/12,,,,0.36,2945722,35531894,,,,15597796,9095999,5922385,,0
(주)오스테오닉,226400,2022/12,1.84,3985353,36500519,2.04,4022972,36594822,19838547,11108232,6204139,19597414,10866262,5944940,0,0
(주)오스템,031510,2010/12,4.18,9181575,77582974,4.72,9993630,67245512,184713001,153070992,16208257,183475034,155202942,13483160,3694623,3135279
(주)오스템,031510,2011/12,3.48,-5987949,86966731,3.59,-8034360,76244744,216802492,176855128,21478836,209955054,176889024,16472926,5304810,4625490
(주)오스템,031510,2012/12,1.98,36052968,92497592,2.32,33312954,83846317,240296767,202350205,24719401,234039456,200660905,19772935,6678411,5866805
(주)오스템,031510,2013/12,2.26,34945134,101526810,3.07,32813375,99577423,254979890,216630368,25953583,247032588,210591922,21957676,5475845,4721055
(주)오스템,031510,2014/12,0.81,6178628,111118300,0.92,6890189,101517867,218064766,190856064,23403511,211058257,184987003,21926325,4684033,4517558
(주)오스템,031510,2015/12,2.43,21639502,123573361,2.08,20973433,110362210,209187050,174803675,25234450,198944026,167352855,23972894,3762031,3670864
(주)오스템,031510,2016/12,2.65,47922262,134458123,2.55,45866036,121837820,199278597,164436595,26218857,191142538,158087231,24987297,3248135,3168241
(주)오스템,031510,2017/12,1.1,1177604,128387402,0.95,155082,120878155,179488801,150316294,26266462,168927130,141969410,24526095,2652491,2551869
(주)오스템,031510,2018/12,-0.38,18202004,123678307,-0.44,15785056,112051792,152338949,127905381,25417463,142300336,119960028,23439472,2610191,2487937
(주)오스템,031510,2019/12,-1.94,28031075,109981930,-4.27,23859022,109380367,147018157,120243347,31421583,123697655,104631752,28727386,2391686,2262137
(주)오스템,031510,2020/12,2.95,16465695,116397258,0.97,13992501,116054654,128164809,108179380,13389980,106707546,94127449,10511755,2238674,2124839
(주)오스템,031510,2021/12,-0.15,5065708,110367743,-2.78,-338556,109890415,112783538,94623361,18492627,83387060,75566632,13160737,2268629,1919446
(주)오스템,031510,2022/12,-1.69,-1311473,95313985,-1.95,-962060,94853075,110892575,93639885,21911633,93986976,81365176,17352247,2759854,2429401
(주)오에스피,368970,2020/12,,,,,4079556,11989691,,,,15566712,10443027,1188886,,48443
(주)오에스피,368970,2021/12,,,,56.1,1279863,14895071,,,,15694538,10981554,1909424,,49978
(주)오에스피,368970,2022/12,,,,19.32,895790,34650760,,,,16800325,13211501,2495423,,56581
(주)오이솔루션,138080,2010/12,13.09,4778196,12911700,13.07,4943732,12813967,35164521,23406639,6770383,35022192,23406639,6669036,0,0
(주)오이솔루션,138080,2011/12,15.13,-2629076,16213499,14.89,-3112223,16065943,47896240,35644483,8520762,47489316,35493271,8332531,0,0
(주)오이솔루션,138080,2012/12,4.68,13132407,10286518,4.6,13588091,10120660,66602748,49934551,10184247,66598764,49382053,10844907,0,0
(주)오이솔루션,138080,2013/12,6.18,6457580,17404828,5.48,6012409,16743201,60464690,37675640,14322393,60452424,37669060,15286139,0,0
(주)오이솔루션,138080,2014/12,39.74,11446012,48960840,37.16,11855463,47710700,71969430,43217843,18055817,71441080,42688586,18750487,0,0
(주)오이솔루션,138080,2015/12,1.45,4005114,49521752,0.55,2888826,48094850,59415535,39685934,19223977,59340845,39692168,19456572,0,0
(주)오이솔루션,138080,2016/12,13.22,-4712752,55294968,11.9,-4483953,53600806,79719996,53089192,21909688,79590081,52965005,22375489,0,0
(주)오이솔루션,138080,2017/12,-3.98,4071840,66946303,-5.3,3506241,65033674,76593767,53973467,24537661,76535200,53914122,25174190,0,0
(주)오이솔루션,138080,2018/12,0.49,1141014,68047028,0.76,1402247,66021842,81504310,54106030,27164486,81406056,54117169,26924666,0,0
(주)오이솔루션,138080,2019/12,111.38,42731858,139308369,112.55,41546112,137974536,210283059,122834724,29186265,210242068,122834724,28532854,523110,523110
(주)오이솔루션,138080,2020/12,11.46,25837511,146980636,11.68,21301716,145600161,103177710,62685609,33159231,103171576,62685609,33180468,639900,625450
(주)오이솔루션,138080,2021/12,3.13,6924335,159299273,4.59,9189374,157303406,98680738,62415620,34610237,98680728,62415609,33912231,0,512472
(주)오이솔루션,138080,2022/12,-11.45,-7980130,147655507,-10.61,-6748937,146342241,76953985,52817654,32841477,76953985,52817654,31823320,0,724756
(주)오킨스전자,080580,2010/12,,,,,,,,,,,,,,
(주)오킨스전자,080580,2011/12,,,,,,,,,,,,,,
(주)오킨스전자,080580,2012/12,2.23,8822927,18938449,2.86,9372273,20759940,36227485,25500597,7520108,33771010,24145492,6164966,1435341,1209719
(주)오킨스전자,080580,2013/12,2.38,8026731,20396265,2.12,7298503,19991783,37265972,26425537,8168031,32552330,23485569,6962209,1121121,993885
(주)오킨스전자,080580,2014/12,7.69,11913161,38142548,7.1,11090012,37306866,47008167,32156267,8191215,42722030,29477284,7258255,866523,842655
(주)오킨스전자,080580,2015/12,-7.97,3284422,32424786,-7.63,2950591,31893224,38312775,31165773,12321194,36035203,29319716,11545724,649398,633233
(주)오킨스전자,080580,2016/12,-12.63,-1082032,24711023,-11.98,-1217912,24775943,25087832,25729509,8537394,23335685,24178283,7863659,727026,727026
(주)오킨스전자,080580,2017/12,0.07,3328739,23860759,0.37,3508714,24448048,39319105,32956177,6288341,37111838,31066239,5641912,1080127,1078801
(주)오킨스전자,080580,2018/12,1.03,6845402,23495527,1.08,6540684,24190892,34065696,26835601,6033007,31857846,25039950,5563162,1167224,1165592
(주)오킨스전자,080580,2019/12,1.31,6027913,25957896,1.51,5725623,26806361,38478884,29544336,7468434,36620071,27877936,7055294,1117407,1116213
(주)오킨스전자,080580,2020/12,0.93,6846076,30824052,1.29,7289114,32201184,45119742,35734367,8571979,43140674,33835805,8174654,874967,874081
(주)오킨스전자,080580,2021/12,2.07,10124978,35671971,2.42,9959199,37333797,59303793,47502066,9222015,57673008,45829138,8829245,1245499,1244911
(주)오킨스전자,080580,2022/12,1.22,7618127,32973528,1.46,7776284,34644075,64176500,51282587,10284696,63176801,50098313,9960503,2133984,2133611
(주)오텍,067170,2010/12,3.06,3433799,37297500,3.81,3433799,39335189,61989455,53543238,4495036,61989455,53543238,3715036,1035652,1035652
(주)오텍,067170,2011/12,2.93,-15548789,97108259,1.08,1953341,42521797,355808679,308317024,40112426,60602560,54865269,3839474,2469133,1594034
(주)오텍,067170,2012/12,1.34,-205576,100000091,1.47,527155,45577253,437597549,385968420,46073953,79301124,72502145,4058769,4137540,1865512
(주)오텍,067170,2013/12,1.58,5980546,102117813,1.02,-3777513,79245284,449123861,385528383,56529396,76197412,69717297,4631134,4460657,1817599
(주)오텍,067170,2014/12,1.92,-11844141,103996235,1.33,-1757942,79707665,493892213,422480760,61434211,103757178,95595334,5160482,5185000,2254858
(주)오텍,067170,2015/12,2.62,6140160,105884984,1.05,3744371,80774038,564434327,492395487,60660573,106771331,100008426,4677479,4339764,1991142
(주)오텍,067170,2016/12,6.47,53993981,135430210,1.19,10804292,102943763,709690713,603457354,78225910,121690058,114323206,5131390,4327857,1881111
(주)오텍,067170,2017/12,5.96,-16919052,164671090,2.1,726273,126837754,824117388,693424681,94338720,120168133,110491643,5704105,6097724,1888566
(주)오텍,067170,2018/12,4.21,34463064,182583063,1.04,13258365,142426115,918665962,772319810,116523092,107877546,99182885,6827682,7087853,1795527
(주)오텍,067170,2019/12,3.74,-70228856,190165882,0.78,-11202005,146782441,952257433,780952281,140764520,100678798,92523131,6775354,8175165,1763547
(주)오텍,067170,2020/12,1.31,-16307109,195338943,2.5,14209720,150599019,925697999,778515461,137874600,135122820,122308094,8624070,7097060,1673919
(주)오텍,067170,2021/12,0.98,5065365,192947128,-0.12,-18254315,147633720,1017614176,860356501,150853406,100923047,94601200,6504887,6533222,1556047
(주)오텍,067170,2022/12,-1.85,-35169906,142142994,0.16,-2379192,116366211,1019469837,882409850,156121301,115611049,107745997,7545697,10309617,2014155
(주)오파스넷,173130,2010/12,,,,,,,,,,,,,,
(주)오파스넷,173130,2011/12,,,,,,,,,,,,,,
(주)오파스넷,173130,2012/12,,,,,,,,,,,,,,
(주)오파스넷,173130,2013/12,,,,,,,,,,,,,,
(주)오파스넷,173130,2014/12,,,,,,,,,,,,,,
(주)오파스넷,173130,2015/12,,,,,,,,,,,,,,
(주)오파스넷,173130,2016/12,,,,26.95,3158550,13167765,,,,71642259,62031952,5438471,,154808
(주)오파스넷,173130,2017/12,,,,23.22,2304998,16641287,,,,71416346,60490895,7453093,,149522
(주)오파스넷,173130,2018/12,,,,18.43,1997600,30234098,,,,79083415,66645503,9367237,,166576
(주)오파스넷,173130,2019/12,,,,11.75,-859096,17681614,,,,104149383,90595709,10496052,,260171
(주)오파스넷,173130,2020/12,,,,23,1089458,22596817,,,,111973363,94913952,10940688,,266032
(주)오파스넷,173130,2021/12,28.65,8831594,29010051,28.69,8838842,29052493,121756063,102309670,13649685,121692106,102296984,13590609,202349,202349
(주)오파스넷,173130,2022/12,9.77,-35245699,35329323,9.74,-35269548,35368480,170585407,144776446,17285183,170157975,144606061,17048754,872762,872762
(주)오픈놀,440320,2021/12,,,,,214572,3366296,,,,10866428,0,10634528,,101019
(주)오픈놀,440320,2022/12,,,,0.82,-382766,21149320,,,,16267965,0,15582785,,831113
(주)오픈베이스,049480,2010/12,2.26,539051,34872473,10.07,762374,36969713,77331656,55790453,20981871,65716974,49975697,13906494,0,0
(주)오픈베이스,049480,2011/12,4.26,6558423,36177459,23.75,3720854,37144580,106729345,82363607,23460032,47612500,38557073,7329314,0,0
(주)오픈베이스,049480,2012/12,4.18,2073288,41725123,6.39,1553586,41080483,112550354,84203568,26176080,40729288,31237237,8670384,0,0
(주)오픈베이스,049480,2013/12,2.01,5490467,44347730,26.7,5602645,43530340,114214257,87025720,25307673,43579562,30829873,9338766,0,0
(주)오픈베이스,049480,2014/12,3.79,4071728,47352844,3.81,2887356,45873118,114130145,79816673,28866069,42821599,28526084,11121349,0,0
(주)오픈베이스,049480,2015/12,5.24,3537906,50553634,5.03,-1571592,47434836,118626820,84210111,29371299,48722174,33860389,12063494,0,0
(주)오픈베이스,049480,2016/12,8.7,9632179,56293421,6.84,6884773,49920328,156599517,121149288,28416109,47632719,31080577,13550698,808625,438884
(주)오픈베이스,049480,2017/12,2.18,1686665,73397890,2.37,3718630,53621800,136597377,105573239,29195836,43174318,28379062,13708255,840145,458652
(주)오픈베이스,049480,2018/12,-1.61,-820782,71719244,4.4,1414915,55707754,146734696,119030448,29089989,45006289,29003605,14384186,860639,367983
(주)오픈베이스,049480,2019/12,2.75,11077784,72610445,4.41,2998275,56501917,157437309,125860083,29260541,53749679,38416795,13864488,842367,332943
(주)오픈베이스,049480,2020/12,7.79,9672746,75320964,10.78,3475424,58449884,155624615,124498798,27463784,60405505,44888344,12832866,469898,249036
(주)오픈베이스,049480,2021/12,19.33,24728972,81249788,21.09,13159505,62032452,175900047,139883903,30613797,74679938,55961897,14946254,279518,178840
(주)오픈베이스,049480,2022/12,10.72,-2397996,88696560,18.48,-8381526,65698377,193094510,150169564,34944635,93586142,71662013,17399488,744603,244804
(주)오하임앤컴퍼니,309930,2018/12,,,,,,,,,,,,,,
(주)오하임앤컴퍼니,309930,2019/12,,,,,,,,,,,,,,
(주)오하임앤컴퍼니,309930,2020/12,,,,53.69,4364862,20791136,,,,27805577,9462532,14333649,,74674
(주)오하임앤컴퍼니,309930,2021/12,,,,22.5,4305053,26096733,,,,32328894,11698214,16965787,,162852
(주)오하임앤컴퍼니,309930,2022/12,,,,4.43,3560764,28067549,,,,32410294,12974384,17843747,,359275
(주)옵투스제약,131030,2010/12,,,,,,,,,,,,,,
(주)옵투스제약,131030,2011/12,,,,,,,,,,,,,,
(주)옵투스제약,131030,2012/12,,,,,,,,,,,,,,
(주)옵투스제약,131030,2013/12,,,,11.33,6081507,44913809,,,,26849589,11814053,8243674,,517837
(주)옵투스제약,131030,2014/12,,,,48.6,12816586,56490419,,,,32565661,13114026,10313140,,0
(주)옵투스제약,131030,2015/12,,,,166.58,11078702,65486017,,,,38559068,15390726,12849635,,0
(주)옵투스제약,131030,2016/12,,,,232.98,12038464,75255616,,,,44719857,19604819,13734292,,0
(주)옵투스제약,131030,2017/12,,,,261.97,18300741,86553573,,,,49808082,22127427,15064849,,0
(주)옵투스제약,131030,2018/12,,,,999999999,15045831,94901256,,,,49624684,22489985,16419369,,0
(주)옵투스제약,131030,2019/12,,,,3846.18,16829603,107746936,,,,60441371,23518647,21734141,,0
(주)옵투스제약,131030,2020/12,,,,880.82,17445555,118882944,,,,60826955,22503000,22816317,,0
(주)옵투스제약,131030,2021/12,,,,1178.73,7071397,127020779,,,,57316372,24791189,22053372,,0
(주)옵투스제약,131030,2022/12,,,,61.22,2045370,124467497,,,,58657538,26950341,26449155,,0
(주)옵트론텍,082210,2010/12,2.33,5292035,60675742,1.88,10221020,62012545,120023064,93783404,11895840,83187973,65966221,6995427,6158120,5451397
(주)옵트론텍,082210,2011/12,2.39,17937965,73894773,2.82,18260586,74457775,111812801,87426780,11202923,81739829,61231061,7390949,5517895,4649247
(주)옵트론텍,082210,2012/12,3.86,18547399,87598241,5.88,18884204,96515988,171335252,134705695,15731884,135589715,98311968,11776149,5411911,4340363
(주)옵트론텍,082210,2013/12,5.94,34708112,106218966,9.25,33114216,117518290,202747539,150548109,24410148,172803336,124227215,16242819,4677155,3494530
(주)옵트론텍,082210,2014/12,-5.76,-3882348,71355353,-3.89,-3506221,94720320,82963525,85545211,25788189,65708006,62563610,18044402,4921326,3828591
(주)옵트론텍,082210,2015/12,0.38,16656572,73177537,0.95,16121457,83176068,135475041,109301760,23982984,122800361,94379332,24209465,5779041,4411998
(주)옵트론텍,082210,2016/12,2.74,23424500,77691799,3.57,23057233,98516020,138077754,94459813,26736450,121716274,79129965,25587663,6157936,4761072
(주)옵트론텍,082210,2017/12,3.88,38486493,91968829,6.71,28577199,114706655,154613398,104518903,32981946,149943083,98225971,28997863,4407252,3467358
(주)옵트론텍,082210,2018/12,3.2,20530694,91574509,4.43,15294222,121194988,143579294,102462161,27611369,128773136,93476941,21665830,4216202,-128612
(주)옵트론텍,082210,2019/12,4.56,18719357,97558798,6.18,18382801,128057718,238899888,186071223,30504923,163866344,119105416,21962604,4896453,3687281
(주)옵트론텍,082210,2020/12,0.97,10710270,96586605,-1.91,-5116319,117177133,206725274,164471571,37928714,140224957,104717885,41404091,4455245,3093812
(주)옵트론텍,082210,2021/12,-0.7,-4463458,107899243,-5.21,-13014316,99146345,200898006,164985067,40938050,110750063,93441737,49790361,5870129,6234950
(주)옵트론텍,082210,2022/12,-7.09,3119832,30440677,-10.29,17592613,27005853,199490325,194346420,54050545,79070523,71817854,60380399,6897571,5162728
(주)옵티코어,380540,2018/12,,,,,,,,,,,,,,
(주)옵티코어,380540,2019/12,,,,,,,,,,,,,,
(주)옵티코어,380540,2020/12,,,,-7.68,-4744691,2012824,,,,16138078,14354181,4270530,,323955
(주)옵티코어,380540,2021/12,,,,5.64,1626874,4959755,,,,33352513,23977824,3809892,,986606
(주)옵티코어,380540,2022/12,-5.18,1528325,21301995,-4.85,1583910,21442198,24318585,21286162,5712522,24198585,21286162,5381614,516822,509614
(주)옵티팜,153710,2013/12,,,,,-1239457,4672659,,,,7592092,4358559,4520187,,0
(주)옵티팜,153710,2014/12,,,,-2.94,-1231545,3450640,,,,11564464,6926260,6573978,,0
(주)옵티팜,153710,2015/12,,,,-2.51,-966732,4295310,,,,11424892,7999407,4780334,,0
