,회사명,거래소코드,회계년도,총자본증가율,정상영업이익증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율(관계기업투자손익 제외),사내유보 대 자기자본비율,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률,운전자본회전률,종업원1인당 부가가치,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,1주당순이익,1주당 CASH FLOW,유보율,기계투자효율,부가가치율,노동소득분배율,자기자본구성비율,유동비율,당좌비율,현금비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,1주당매출액,1주당순자산,총자산영업이익률,총자산순이익률,이자_부실,현금흐름_부실,자본_부실,부실
10,(주)ES큐브,50120,2021/12,51.45441147711526,-97.25,121.2548285752016,66.70335223037716,55.92353025212766,4.17,12.15248188861175,0.23,4.27,0.31,11.62,0.44,99.72,-29.35,0.14,1.36,0.16,0.47,0.49,11.03483020545148,1.16,0.23,0.0,238.45,0.0,0.0,0.0,1.89,61.68,0.3963260775550966,5107.96,24.49,4089.87,16.27,76.56319239550339,10.7,872.57,817.39,490.81,7.142583732527283,118.06,834.56,1.65,163.54,1.47,12.67,9273.55,4792.17,0.026154947424961,0.4965033565054068,0.0,0.0,0.0,0.0
11,(주)ES큐브,50120,2022/12,-88.75941537654077,5318.12,359.1443954119582,-4.709276133101113,-40.2056835740952,40.0,31.78412743473751,20.4,32.82,13.56,26.29,0.16,78.74,-18.83,0.12,0.66,0.15,0.59,0.68,4.78843217815337,12.13,0.53,0.45,246.06,0.0,0.0,0.0,30.78,460.1,1.819708972650277,-3943.15,61.24,5891.52,49.81,44.84677063296438,90.71,482.66,271.98,173.32,55.05657145687128,123.5,10.24,69.87,380.16,6.49,10.5,5545.06,5223.83,12.60700951731703,20.28068299640871,0.0,0.0,0.0,0.0
12,(주)가비아,79940,2012/12,31.23739501102619,-6.86,34.2734086406661,21.1226718787109,30.69573940878063,10.47,41.6398911618592,11.03,13.64,14.16,21.3,-5.46,84.5,0.0,0.92,1.28,3.24,2.27,2.28,525.3387597990179,12.67,1.54,0.0,82.08,112.56,9.2,245.48,36.43,82.09,0.7063112773218082,991.7,447.19,823.51,44.97,49.78825162783674,69.15,215.35,213.68,87.48,1.449658754696926,246.86,44.62,43.49,86.47,13.42,16.56,5178.45,2218.76,8.938946980928918,11.04956019750948,0.0,0.0,0.0,0.0
13,(주)가비아,79940,2013/12,7.023066528092746,-7.7,0.9190750242272548,16.37957340309389,2.342114783739337,8.06,44.98417239395256,9.95,13.45,11.03,15.65,-3.97,85.09,79.33,0.8,1.11,2.89,2.04,2.05,413.2216118875906,11.61,1.42,0.0,73.94,99.71,7.5,228.74,35.98,88.61,0.7128028078649734,960.84,534.07,1037.87,46.45,51.6680171069305,75.19,249.42,248.8,82.18,0.4176811201949572,319.46,32.99,57.53,122.06,14.27,18.42,5299.73,2479.95,7.709528925458407,10.41935566539262,0.0,0.0,0.0,0.0
14,(주)가비아,79940,2014/12,8.015646473237572,19.18,-28.96127833861595,10.07208766233383,13.80460417967653,8.33,43.70925932047956,10.42,8.4,11.63,8.18,-0.32,90.17,79.74,0.85,1.12,3.52,2.03,2.03,1718.413173524762,27.05,1.45,0.0,78.67,90.34,5.68,226.66,34.68,92.13,0.4988840608276612,1202.55,582.67,1216.31,42.5,54.85027182610619,76.63,258.29,258.29,98.0,0.0,0.0,30.51,63.03,161.32,14.73,18.05,5961.89,2492.21,8.506537054811373,6.852504532185355,0.0,0.0,0.0,0.0
15,(주)가비아,79940,2015/12,6.634083478912867,35.39,26.32331156981236,11.37131490732143,13.94540536808668,6.07,45.35772398192741,12.38,9.31,14.22,11.99,-0.42,89.16,81.04,0.9,1.15,4.16,1.95,1.95,0.0,25.06,1.48,0.0,85.65,84.77,4.16,220.07,39.68,112.95,0.6302068665314586,1422.75,664.04,1815.71,45.5,51.96662976662804,80.03,395.42,395.42,175.75,0.0,360.53,24.95,84.54,295.19,16.88,19.36,6770.89,2839.91,10.80027184215599,8.117770949135437,0.0,0.0,0.0,0.0
16,(주)가비아,79940,2016/12,19.71343442457958,10.57,19.31242358839058,14.09778364640435,11.4899228926759,2.29,46.17423360801279,12.28,9.96,13.94,10.68,-0.36,89.16,82.65,0.89,1.14,4.02,1.82,1.84,149.8513321473773,10.12,1.4,0.01,86.32,0.0,0.0,0.0,36.1,105.07,0.7519150860791372,1320.32,699.68,2491.32,44.44,58.27442384750232,76.28,295.5,288.81,124.81,3.421749182963159,255.14,31.1,62.2,197.5,14.76,18.17,7548.86,3075.07,9.975820997734171,8.090578394415488,0.0,0.0,0.0,0.0
17,(주)가비아,79940,2017/12,6.03022713924717,1.3,-4.992019304979473,4.111102985507074,13.73958056225616,2.61,48.10322444105253,10.94,8.32,12.98,8.88,-0.28,90.55,83.08,0.9,1.19,3.67,1.84,1.88,76.47924751299848,7.68,1.32,0.02,82.96,0.0,0.0,0.0,36.5,108.49,0.7143793398250137,1510.44,745.49,1454.76,41.89,59.9664359221905,74.89,224.87,219.17,101.89,4.563735757426853,236.35,33.52,57.21,199.56,14.36,16.48,8586.04,3275.24,9.53059658823224,7.249531917900167,0.0,0.0,0.0,0.0
18,(주)가비아,79940,2018/12,13.53843992106196,43.08,58.64799346157908,14.30577361453634,10.76468649534928,1.82,48.92242303134292,14.13,11.92,16.99,12.58,-0.28,86.32,84.14,0.9,1.2,3.64,1.79,1.83,70.38652529773702,7.13,1.27,0.02,88.59,0.0,0.0,0.0,41.1,137.57,1.133348488336459,1615.75,853.3,2088.21,48.35,57.61979065915951,75.4,262.0,255.35,101.66,4.107065128537149,476.52,32.62,56.79,178.4,13.97,16.44,9510.3,3478.77,12.010293415226,10.12981764687063,0.0,0.0,0.0,0.0
19,(주)가비아,79940,2019/12,32.00968327462986,30.5,37.5586701134574,18.19082720882996,15.20910243624645,-1.07,48.99064357622039,16.01,14.23,19.05,15.73,0.03,83.72,85.34,0.84,1.19,2.9,1.8,1.85,64.12025427279201,7.19,1.25,0.03,106.83,0.0,0.0,0.0,66.57,209.21,1.559019108306607,2729.86,1007.26,5613.2,89.74,54.48457295003462,67.51,201.58,195.45,66.71,6.038122982555982,503.42,48.13,45.28,83.67,14.71,19.83,10956.73,3913.69,11.87327649913353,10.55562144707572,0.0,0.0,0.0,0.0
20,(주)가비아,79940,2020/12,30.06717251845976,20.26,12.55473432156263,28.33782897799904,13.98321998255536,7.58,49.19606799268277,16.89,14.05,18.53,14.99,-0.29,84.09,86.22,0.74,1.1,2.23,1.61,1.65,59.27357807979784,7.82,1.11,0.03,104.8,0.0,0.0,0.0,35.27,87.57,1.754749815376896,3700.06,1231.0,4559.04,54.25,48.46401520624782,66.61,244.16,238.12,102.41,4.188791279978687,368.35,50.13,50.12,86.36,16.74,25.74,12488.84,4219.92,10.97786850007522,9.134396824117768,0.0,0.0,0.0,0.0
21,(주)가비아,79940,2021/12,16.51094403870972,15.94,5.25001558833229,18.12083741039861,18.57365278957896,1.34,49.15630335157299,16.51,12.47,17.52,12.4,-0.04,84.1,84.57,0.71,1.06,2.16,1.43,1.5,33.51143960768552,8.46,1.03,0.06,115.97,0.0,0.0,0.0,34.39,90.68,1.846874454220415,3023.01,1418.28,4164.36,51.98,48.71844507753382,67.53,264.92,249.77,66.61,9.183014377226954,265.52,48.08,46.26,79.33,15.02,22.7,14808.47,4601.35,10.92389495300277,8.251545947554876,0.0,0.0,0.0,0.0
22,(주)가비아,79940,2022/12,21.57568838842299,24.51,66.38664820651339,18.59226191175907,19.31282702537679,5.3,48.56706879746433,17.23,17.39,18.43,19.51,-0.19,82.11,86.77,0.71,1.07,2.13,1.33,1.39,27.17090192670499,7.78,0.97,0.06,129.35,0.0,0.0,0.0,33.68,108.18,3.072952500959686,5185.55,1755.28,9304.35,51.87,46.2484248333413,65.87,278.94,267.1,74.7,6.619304677231648,239.11,51.81,44.2,79.22,15.08,23.23,17668.4,5021.42,11.18745207893309,11.29294097311015,0.0,0.0,0.0,0.0
23,(주)가온칩스,399720,2022/12,0.0,0.0,0.0,0.0,0.0,0.0,26.84348670450633,9.0,10.2,7.17,8.12,-1.13,90.49,38.28,0.59,0.8,2.31,0.79,0.79,9.957228318744356,6.36,0.62,0.0,123.07,0.0,0.0,0.0,24.88,384.47,0.3846322177655219,515.34,846.86,33965.61,42.03,67.04430126706852,74.32,382.42,382.42,76.45,0.0,368.08,34.55,31.51,156.13,8.09,13.67,3770.83,4571.66,5.328924945677915,6.038140830401816,0.0,0.0,0.0,0.0
24,(주)강스템바이오텍,217730,2017/12,-35.50386956457693,0.0,-360.9759757109318,-54.98723151327316,-78.91774576496742,-5.06,35.68283988319642,-128.52,-126.27,-47.94,-46.19,12.56,165.24,-142.95,0.19,0.37,0.4,0.36,0.39,10.58753379993914,20.71,0.29,0.05,-28.32,0.0,0.0,0.0,-1.37,-10.95,-0.7095836426340807,-655.12,202.13,-73.0,-7.08,-1119.380036814181,51.87,396.43,369.34,61.46,9.138987621226766,35.57,92.79,-46.87,-74.71,-22.56,-116.58,561.97,1640.93,-24.86889599878845,-24.4326238497659,1.0,1.0,0.0,1.0
25,(주)강원에너지,114190,2018/12,0.7149456241365983,0.0,126.4869023759036,3.934945254964447,4.718161843184923,-13.14,6.860027892320811,0.4,1.99,0.69,4.19,1.51,97.25,38.55,0.92,1.74,1.94,1.24,1.25,189.8211505890386,1.97,0.8,0.01,97.22,0.0,0.0,0.0,12.36,125.77,0.1112057373200157,-666.96,528.4,1960.22,13.5,59.85967277670833,53.5,161.8,160.55,45.27,2.017690344459425,375.08,86.93,-15.9,-28.39,-7.4,-8.08,5632.02,3180.1,0.3637134690291634,1.820956376249425,1.0,1.0,0.0,1.0
26,(주)고려시멘트,198440,2017/12,0.0,0.0,0.0,0.0,0.0,0.0,8.471515946917298,3.44,1.15,3.9,1.3,-0.15,98.06,41.86,0.76,1.13,2.28,2.27,2.49,36.03964465223834,2.96,1.42,0.07,135.32,0.0,0.0,0.0,12.85,31.72,0.1323007683868928,103.74,2547.6,225.89,16.98,58.79931371848161,66.79,166.67,152.27,2.92,21.59874961131291,505.37,49.73,8.22,30.91,2.73,3.61,2876.0,2456.54,2.604054896712697,0.8661951740060245,0.0,0.0,0.0,0.0
27,(주)고려시멘트,198440,2018/12,0.0,27.17,0.0,0.0,0.0,1.82,8.471515946917298,4.47,5.42,4.68,5.67,-0.49,92.92,41.21,0.7,1.05,2.16,1.94,2.12,36.03964465223834,2.81,1.21,0.11,170.1,0.0,0.0,0.0,14.94,39.49,0.1323007683868928,54.06,2605.16,361.16,22.21,58.79931371848161,67.83,168.76,154.43,3.23,20.84620318875664,711.21,47.42,5.96,17.36,1.92,2.85,2682.17,2651.64,3.008984079132654,3.642766478292589,0.0,0.0,0.0,0.0
28,(주)고려시멘트,198440,2019/12,0.0,0.0,0.0,0.0,0.0,-13.39,8.471515946917298,-0.65,4.79,-0.53,3.88,-0.22,95.14,42.34,0.56,0.81,1.78,1.47,1.66,36.03964465223834,2.53,0.92,0.0,167.09,0.0,0.0,0.0,12.76,32.34,0.1323007683868928,89.5,2665.65,309.92,22.85,58.79931371848161,69.62,166.4,141.61,15.86,37.33933241111819,734.49,43.63,5.95,19.01,1.81,3.24,2217.69,2732.48,-0.3618096798760454,2.67361646804238,0.0,0.0,0.0,0.0
29,(주)고려시멘트,198440,2020/12,0.0,0.0,0.0,0.0,0.0,-2.06,8.471515946917298,6.1,6.33,4.74,4.92,-0.06,91.67,44.75,0.58,0.78,2.28,1.65,1.88,36.03964465223834,2.87,1.14,0.0,192.81,0.0,0.0,0.0,15.88,36.48,0.1323007683868928,248.99,2788.13,422.93,26.1,58.79931371848161,80.08,367.97,334.7,78.78,12.4135824748434,804.98,24.88,23.56,387.75,4.69,7.71,2194.58,2855.21,3.711494525108034,3.854082982028911,0.0,0.0,0.0,0.0
30,(주)고려시멘트,198440,2021/12,0.0,-13.62,0.0,0.0,0.0,-7.37,8.471515946917298,5.63,7.06,3.53,4.43,-0.14,91.1,38.86,0.5,0.63,2.5,1.51,1.66,36.03964465223834,3.19,1.21,0.26,210.3,0.0,0.0,0.0,12.61,24.74,0.1323007683868928,417.53,3563.26,484.22,28.18,58.79931371848161,79.81,424.12,387.3,25.06,11.36164104466793,339.6,25.29,35.97,796.6,7.26,16.23,2053.55,3630.58,2.519138868831381,3.160303612343546,0.0,0.0,0.0,0.0
31,(주)고려시멘트,198440,2022/12,0.0,0.0,0.0,0.0,0.0,-9.09,8.471515946917298,-18.07,-11.1,-11.15,-6.85,-0.18,113.18,34.67,0.49,0.62,2.43,1.58,1.81,36.03964465223834,3.45,1.28,0.0,31.29,0.0,0.0,0.0,1.82,3.61,0.1323007683868928,-411.66,3318.84,84.64,3.58,58.79931371848161,79.71,402.39,334.94,37.99,22.30565381643227,992.78,25.45,0.34,6.67,0.07,0.13,2185.89,3401.39,-9.208931183996294,-5.658201022905375,0.0,0.0,0.0,0.0
32,(주)고바이오랩,348150,2021/12,79.86111439725137,0.0,72.06963990865331,63.54469346229655,-36.9848970431135,23.08,65.98229928224548,-564.66,-531.63,-22.38,-21.07,-12.0,551.21,-149.36,0.04,0.04,0.32,0.04,0.04,15.99536170671502,2.01,0.03,0.06,-279.9,0.0,0.0,0.0,-10.51,-2664.77,-0.8534947365687593,-777.51,905.29,0.0,-382.53,-48.9233807795099,86.04,1441.79,1438.04,770.36,0.2791627605777056,0.0,16.22,-85.91,-137.28,-11.99,-436.37,180.24,5423.61,-15.5172012093786,-14.60972275615416,1.0,1.0,0.0,1.0
33,(주)고영테크놀러지,98460,2012/12,18.7868954305912,13.93,-2.638489467929708,19.79004527918082,25.20684061835712,24.69,57.0204618315151,19.88,14.12,28.03,19.91,-0.55,82.4,71.76,1.13,1.41,5.78,1.53,1.98,6.734330278577405,4.19,1.26,0.0,141.34,71.65,0.72,510.0,31.57,209.86,1.699988519269424,1272.98,1804.37,1754.14,30.26,36.28099003850299,80.7,498.93,385.1,49.28,28.53395530942496,400.28,23.92,63.41,0.0,12.24,11.73,12044.42,8479.07,20.74782516229856,14.72823956467591,0.0,0.0,0.0,0.0
34,(주)고영테크놀러지,98460,2013/12,17.02885087864561,-21.78,-8.465624420038859,17.88767161869997,3.76576433824752,10.89,55.33844844838413,14.99,12.45,18.46,15.35,-0.54,86.02,72.49,1.0,1.23,5.26,1.3,1.67,5.789622610661876,3.78,1.09,0.0,128.16,62.52,0.49,541.65,25.81,220.81,1.555813245606062,1483.26,2090.86,28279.87,27.9,43.85851177536435,81.29,532.19,415.02,82.6,27.11114144058278,290.53,23.02,54.53,0.0,10.2,11.03,12495.79,10010.51,13.86789066242909,11.51972527990262,0.0,0.0,0.0,0.0
35,(주)고영테크놀러지,98460,2014/12,17.1712032589031,67.86,58.69230922709303,17.81499253114403,27.64669126165815,26.79,57.81129184206642,19.71,15.48,26.29,20.68,-0.45,81.2,77.83,1.09,1.33,5.89,1.4,1.74,7.328230630760046,4.23,1.18,0.0,149.99,69.76,0.25,499.55,32.95,233.98,1.645603143270496,1905.52,1670.0,65433.58,32.69,35.95613552154646,81.74,530.61,442.26,96.89,20.51681456203789,418.96,22.35,75.11,4754.0,13.72,13.61,10630.89,7976.26,19.86679270350969,15.60188643185725,0.0,0.0,0.0,0.0
36,(주)고영테크놀러지,98460,2015/12,12.09222817607887,-16.71,6.421386467753296,13.50228738680906,2.145265464647327,8.1,61.00448998701074,16.07,16.13,18.96,18.99,-0.37,83.66,82.92,0.97,1.18,5.48,1.27,1.51,7.795017617727437,3.62,1.07,0.0,141.46,63.0,0.13,521.73,29.3,236.1,1.725398705421364,1222.12,1988.27,116733.96,31.9,40.52087308053255,82.76,579.96,487.87,126.58,19.18622915220337,432.27,20.83,77.01,7805.62,13.27,14.45,10761.79,9060.74,14.76138945472224,14.81257365124811,0.0,0.0,0.0,0.0
37,(주)고영테크놀러지,98460,2016/12,22.82774499709731,41.51,26.31785953985701,19.61727026146522,17.74408756647014,2.61,62.82978736123608,19.32,17.3,22.99,20.61,-0.25,79.9,84.9,0.97,1.19,5.27,1.24,1.44,8.83068361348285,3.49,1.06,0.0,168.21,0.0,0.0,0.0,31.86,260.7,2.17454382563812,2140.16,2360.09,542764.59,36.18,37.15316277707883,80.6,563.7,492.5,168.56,15.35422770902496,390.54,24.07,60.5,19835.58,11.74,13.33,12576.32,10673.9,17.0071120037618,15.23346861042156,0.0,0.0,0.0,0.0
38,(주)고영테크놀러지,98460,2017/12,5.169167615123973,31.84,-10.05805024557312,2.574968725277003,18.37946274220622,7.94,64.64571580475742,21.51,13.15,27.46,16.76,-0.17,84.05,95.36,1.02,1.28,4.98,1.29,1.48,9.71568058475062,3.33,1.08,0.0,171.79,0.0,0.0,0.0,32.01,259.28,1.953397684969061,1458.7,2670.04,364973651.61,32.3,44.70512788898317,78.61,499.8,430.73,142.52,17.27750600005378,418.16,27.21,56.02,0.0,11.98,12.09,14876.33,11020.48,21.31936187384289,13.02784741397099,0.0,0.0,0.0,0.0
39,(주)고영테크놀러지,98460,2018/12,35.9889830475643,5.11,58.26103772690352,40.01400941998915,17.13157023542068,20.0,62.49648097689396,19.3,17.76,23.75,21.86,-0.47,78.7,82.56,0.98,1.23,4.91,1.22,1.42,8.872025405227808,3.17,1.03,0.0,186.24,0.0,0.0,0.0,30.94,265.42,3.091015740778149,1590.16,3360.11,507902575.94,36.25,35.10949992263454,80.94,562.28,484.7,57.35,16.78231395460361,524.41,23.55,39.2,0.0,7.47,8.75,17403.37,15778.14,16.4779652890863,15.16152709489458,0.0,0.0,0.0,0.0
40,(주)고영테크놀러지,98460,2019/12,9.468143553475826,-27.51,-30.13493463149513,7.881592907574102,-6.780532706035101,15.93,63.58367795012663,15.01,13.31,14.2,12.59,-0.57,83.6,85.1,0.76,0.95,3.86,0.98,1.15,6.557137202959173,2.73,0.83,0.0,155.32,0.0,0.0,0.0,26.43,225.13,2.154817435927567,2130.96,3660.85,79746.09,36.36,41.24051991183871,79.77,587.8,493.22,70.8,19.38888176237977,596.53,25.37,41.2,197.34,8.34,11.47,16222.81,17181.29,10.91108511612944,9.676432313421962,0.0,0.0,0.0,0.0
41,(주)고영테크놀러지,98460,2020/12,-0.9515227622006336,-52.47,-69.0083316192868,0.9806662434469332,-19.14458643474187,-8.25,63.005137749932,8.82,5.1,6.47,3.74,-0.51,93.97,85.04,0.59,0.73,3.03,0.86,1.04,4.939087788344601,2.55,0.73,0.0,81.93,0.0,0.0,0.0,17.3,152.03,0.6671816103633317,2752.78,3692.09,20392.32,29.16,58.11648086405995,81.32,620.36,503.7,141.35,22.41934072744388,513.68,22.97,59.24,247.08,11.07,18.65,13076.6,16927.52,5.236034445088213,3.027697040167577,0.0,0.0,0.0,0.0
42,(주)고영테크놀러지,98460,2021/12,21.73177662869571,0.0,332.115541928764,13.95656496628359,37.73770220918379,12.9,63.57079493729557,16.72,16.01,14.75,14.12,-0.19,80.66,86.26,0.67,0.88,2.81,0.91,1.08,6.274161482720671,3.3,0.77,0.0,164.27,0.0,0.0,0.0,26.19,258.39,0.576599086254113,618.75,4192.3,24486.28,39.01,34.87602279393783,76.13,572.95,483.56,142.1,18.90078076825137,534.16,31.36,48.31,136.78,11.53,17.18,3602.1,3882.65,11.22671443863298,10.74752199911391,0.0,0.0,0.0,0.0
43,(주)고영테크놀러지,98460,2022/12,6.341398333681695,7.03,-0.7647096017055813,8.835807550803196,11.34577142731397,-4.29,64.1570191634548,16.07,14.27,15.12,13.42,-0.32,82.84,89.4,0.72,0.94,3.16,0.99,1.17,6.324112660965571,3.27,0.83,0.0,224.58,0.0,0.0,0.0,35.59,395.91,0.5721897776781812,426.8,4692.96,51154.14,50.62,55.79301556702578,77.91,491.39,414.86,85.55,19.55397889536458,538.23,28.35,41.49,126.37,9.16,13.03,4010.79,4183.15,11.29951703491598,10.02933460868665,0.0,0.0,0.0,0.0
44,(주)골드앤에스,35290,2014/12,-9.552472221171966,0.0,44.65217553726738,-7.958450121901933,-20.88964750140396,-35.09,25.0373515331492,-9.84,-29.79,-24.43,-90.29,6.92,127.9,-386.95,0.64,2.48,0.86,2.03,2.52,10.30195018632589,6.26,0.73,0.0,24.41,6.79,0.0,390.33,8.62,17.61,-0.7666705552041795,-51.3,46.55,2262.78,12.82,139.4819787245715,25.97,60.18,48.43,1.37,-29.48117855982093,576.01,285.09,-1.73,-2.56,-1.28,-1.91,1619.18,198.81,-6.618738452501151,-20.0289719366253,1.0,0.0,0.0,1.0
