회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),부채(*)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원)
(주)인텍플러스,064290,2018/12,30307809,16505828,13801981,16109102,30232354,16440656,13791698,16109102
(주)인텍플러스,064290,2019/12,42130085,21783712,20346372,40530902,41696205,21752092,19944112,40083302
(주)인텍플러스,064290,2020/12,52622823,30671121,21951702,56259572,52611894,30671121,21940773,56259572
(주)인텍플러스,064290,2021/12,107364092,50810412,56553680,119661106,107269954,50716952,56553003,119661106
(주)인텍플러스,064290,2022/12,116215727,67184675,49031052,118836726,116094511,67110222,48984289,118836726
(주)인텍플러스,064290,2023/12,131883508,55872580,76010928,74802246,131663727,55669389,75994339,74802246
(주)인텔리안테크놀로지스,189300,2018/12,129430896,74480279,54950617,109807238,121795553,77808724,43986829,98515747
(주)인텔리안테크놀로지스,189300,2019/12,137340954,78355837,58985118,117971770,129710197,80209749,49500448,98415264
(주)인텔리안테크놀로지스,189300,2020/12,152810968,76683602,76127366,110104515,140822539,77214911,63607628,93679648
(주)인텔리안테크놀로지스,189300,2021/12,261474931,161998338,99476593,137999647,240280809,160801768,79479041,123105919
(주)인텔리안테크놀로지스,189300,2022/12,370377136,178704301,191672834,239465350,350278502,174774870,175503632,215594321
(주)인텔리안테크놀로지스,189300,2023/12,453689168,275032308,178656859,305042847,423362353,270184593,153177760,264598994
(주)인트로메딕,150840,2018/12,31676185,15235156,16441029,9873716,31621973,15185433,16436540,9309535
(주)인트로메딕,150840,2019/12,33325136,15863764,17461373,8835741,34220058,17012122,17207936,8578524
(주)인트로메딕,150840,2020/12,30239287,21490009,8749277,5962660,30507373,22742869,7764504,5945899
(주)인트로메딕,150840,2021/12,64283173,51595300,12687874,7870611,62444039,51160261,11283778,7860371
(주)인트로메딕,150840,2022/12,32539488,16497620,16041868,9878304,29905517,16739272,13166245,9676688
(주)인트론바이오테크놀로지,048530,2018/12,54796363,39145993,15650370,20584391,54978765,39330152,15648613,20584391
(주)인트론바이오테크놀로지,048530,2019/12,89032050,65018586,24013464,8347462,89255649,65246305,24009344,8347462
(주)인트론바이오테크놀로지,048530,2020/12,100535587,85378957,15156630,45433157,101231440,86078411,15153029,45433157
(주)인트론바이오테크놀로지,048530,2021/12,153365407,101349175,52016233,29308005,154135201,102120982,52014219,29308005
(주)인트론바이오테크놀로지,048530,2022/12,140958566,106181199,34777367,14006978,141604400,106865556,34738843,14006978
(주)인트론바이오테크놀로지,048530,2023/12,98614591,96734229,1880362,9585444,98213092,96417178,1795913,9585444
(주)인팩,023810,2018/12,284424486,117844517,166579968,350396361,129484915,87696472,41788443,129070997
(주)인팩,023810,2019/12,294347209,109929080,184418129,360807845,141490704,84711745,56778959,124799323
(주)인팩,023810,2020/12,319762537,114424094,205338444,384190157,170653665,89927020,80726645,177827741
(주)인팩,023810,2021/12,353962028,121099773,232862255,439274488,215443826,95163919,120279906,207788910
(주)인팩,023810,2022/12,411164185,137664892,273499293,512240489,233019596,100458936,132560660,236142858
(주)인팩,023810,2023/12,482869726,152353907,330515820,542893201,249543467,110788305,138755162,233595270
(주)인포마크,175140,2018/12,51714008,21227535,30486472,118479219,50704426,23694659,27009766,112848857
(주)인포마크,175140,2019/12,54511421,11508351,43003070,75225410,54806384,11841966,42964418,74199836
(주)인포마크,175140,2020/12,,,,,43137629,5892124,37245505,43505868
(주)인포마크,175140,2021/12,42002607,14672175,27330432,46673244,42002607,14672175,27330432,46673244
(주)인포마크,175140,2022/12,70093018,41361561,28731458,35536738,64873450,41361561,23511889,35536738
(주)인포마크,175140,2023/12,50577142,42150322,8426821,38503046,51412936,45940884,5472052,26463526
(주)인포바인,115310,2018/12,82058851,78647058,3411793,20255026,81631558,78647058,2984500,20081128
(주)인포바인,115310,2019/12,90449856,84865521,5584335,19264774,89752580,84899321,4853259,19085121
(주)인포바인,115310,2020/12,93632379,89151789,4480591,19160085,93158820,89125961,4032859,18684457
(주)인포바인,115310,2021/12,99072632,95629359,3443273,19485736,98762090,95669992,3092098,18853711
(주)인포바인,115310,2022/12,110203954,102021182,8182771,20905709,109891942,102050068,7841874,19667479
(주)인포바인,115310,2023/12,114789890,106242177,8547713,22791115,114602277,106247806,8354471,21966841
(주)인피니트헬스케어,071200,2018/12,92630176,76946532,15683644,64315329,84347526,76747439,7600086,35522684
(주)인피니트헬스케어,071200,2019/12,106751660,84310230,22441429,74267025,94773931,84099667,10674264,39148811
(주)인피니트헬스케어,071200,2020/12,119533011,90830003,28703008,70069399,106816705,92497255,14319450,36956067
(주)인피니트헬스케어,071200,2021/12,143801876,113297054,30504822,78169939,125426676,109510987,15915689,41256327
(주)인피니트헬스케어,071200,2022/12,149508094,114837079,34671015,88286337,128265842,110121947,18143895,44825295
(주)일승,333430,2019/12,,,,,,,,
(주)일승,333430,2020/12,,,,,,,,
(주)일승,333430,2021/12,84968319,59063477,25904841,41895288,48700107,30753581,17946526,33174897
(주)일승,333430,2022/12,103933912,62849591,41084321,65037011,58586715,32919781,25666934,40790647
(주)일승,333430,2023/12,104615615,71188267,33427348,52971604,57812269,36513589,21298681,25663621
(주)일신바이오베이스,068330,2018/12,39530502,34939954,4590549,15383067,39453976,35182157,4271819,15115149
(주)일신바이오베이스,068330,2019/12,45626018,39479777,6146241,19635658,45313493,39242081,6071412,17392622
(주)일신바이오베이스,068330,2020/12,,,,,49548220,44379345,5168875,21035418
(주)일신바이오베이스,068330,2021/12,,,,,56438986,50080196,6358790,24378935
(주)일신바이오베이스,068330,2022/12,,,,,58451094,53819218,4631875,20433367
(주)일신바이오베이스,068330,2023/12,,,,,60618034,57063990,3554044,16437047
(주)일신석재,007110,2018/12,,,,,80179667,51044947,29134720,54141724
(주)일신석재,007110,2019/12,,,,,87279199,51935935,35343264,66657756
(주)일신석재,007110,2020/12,,,,,94043686,52217725,41825961,58742052
(주)일신석재,007110,2021/12,,,,,91890080,52252635,39637444,74742973
(주)일신석재,007110,2022/12,,,,,116167864,55227417,60940447,137670991
(주)일월지엠엘,178780,2018/12,55853723,10547364,45306359,52577681,39605444,17417042,22188402,18746185
(주)일월지엠엘,178780,2019/12,41962991,22129174,19833817,43391257,37883273,20451358,17431915,15945746
(주)일월지엠엘,178780,2020/12,29512624,20710069,8802555,35061213,26904919,19993549,6911371,22848045
(주)일월지엠엘,178780,2021/12,16214881,10205375,6009506,19635848,15257006,10250075,5006930,8177232
(주)일월지엠엘,178780,2022/12,11966516,6316921,5649595,13122276,11450188,6361621,5088566,3839520
(주)일지테크,019540,2018/12,344835985,122842430,221993555,228507869,208936158,137044890,71891268,120409830
(주)일지테크,019540,2019/12,349635528,118979999,230655529,191126791,207799660,139584512,68215149,132395201
(주)일지테크,019540,2020/12,355905992,107066195,248839797,191662429,225935015,147892910,78042105,124138443
(주)일지테크,019540,2021/12,381384370,99791903,281592467,195847448,263465747,131742227,131723520,172381875
(주)일지테크,019540,2022/12,381341132,93171916,288169216,229144512,288181505,126797248,161384257,179120077
(주)일지테크,019540,2023/12,527540770,122665876,404874893,628485715,354361283,148550188,205811094,358750931
(주)일진파워,094820,2018/12,135439992,89365355,46074637,157590708,117821393,89339736,28481657,99569411
(주)일진파워,094820,2019/12,148305572,96006450,52299122,182759457,129742172,95980831,33761341,107455456
(주)일진파워,094820,2020/12,158027563,100423445,57604119,168014608,139012008,100545204,38466805,104992559
(주)일진파워,094820,2021/12,177485688,112595871,64889817,185899335,159359078,112717630,46641448,122476508
(주)일진파워,094820,2022/12,190569947,125429710,65140237,196015491,164845655,125429710,39415944,109252666
(주)잇츠한불,226320,2018/12,535580626,474745939,60834688,214122093,474332073,438346339,35985734,142741565
(주)잇츠한불,226320,2019/12,539412881,475701736,63711145,204458439,467064071,431578964,35485107,102894957
(주)잇츠한불,226320,2020/12,508119345,468301133,39818212,146378359,429330875,416207509,13123365,56565413
(주)잇츠한불,226320,2021/12,494667178,458487914,36179264,140177794,409203365,399065084,10138281,42536918
(주)잇츠한불,226320,2022/12,486153356,455910011,30243345,130714133,395555482,387183263,8372219,41790162
(주)잇츠한불,226320,2023/12,498568312,466711813,31856499,139161722,392445068,385922391,6522678,37963675
(주)잉크테크,049550,2018/12,109509730,39395857,70113872,55346523,110316041,40436234,69879806,54374086
(주)잉크테크,049550,2019/12,108136120,35980393,72155727,59078269,107911660,36406573,71505087,55756299
(주)잉크테크,049550,2020/12,97463075,36231506,61231569,48320184,95558225,36276161,59282065,44724583
(주)잉크테크,049550,2021/12,99416036,58488949,40927087,55167562,97346665,58313337,39033328,52974108
(주)잉크테크,049550,2022/12,111953084,69997559,41955525,61537390,110840470,70367226,40473244,58073184
(주)잉크테크,049550,2023/12,137227738,73242511,63985226,62809011,136006241,73694591,62311650,59084523
(주)자람테크놀로지,389020,2018/12,,,,,,,,
(주)자람테크놀로지,389020,2019/12,,,,,,,,
(주)자람테크놀로지,389020,2020/12,,,,,,,,
(주)자람테크놀로지,389020,2021/12,,,,,20315296,18215420,2099875,14324068
(주)자람테크놀로지,389020,2022/12,,,,,19816073,18822583,993489,16118236
(주)자람테크놀로지,389020,2023/12,,,,,37656261,35471428,2184833,11623137
(주)자비스,254120,2018/12,,,,,,,,
(주)자비스,254120,2019/12,29076599,15292805,13783795,17059979,28657262,15075106,13582156,17055479
(주)자비스,254120,2020/12,31332672,10576431,20756240,12275482,30556217,10008401,20547816,12275482
(주)자비스,254120,2021/12,29056757,9750095,19306662,16074043,28540872,9397370,19143502,16006381
(주)자비스,254120,2022/12,28344951,10102952,18241999,22322812,27947900,9824240,18123660,22279667
(주)자비스,254120,2023/12,45998223,27498479,18499743,28708311,45765309,27453373,18311936,28700029
(주)자연과환경,043910,2018/12,49568582,31134064,18434518,24828281,42442593,29516582,12926010,24751624
(주)자연과환경,043910,2019/12,71998225,43938475,28059749,31709685,61219693,42947213,18272480,31434561
(주)자연과환경,043910,2020/12,72603616,38623130,33980485,29148506,65087195,38071117,27016078,29000331
(주)자연과환경,043910,2021/12,105002156,55204009,49798147,55056210,85608413,45667571,39940842,54833663
(주)자연과환경,043910,2022/12,120514924,74137631,46377293,73865814,103072458,65201884,37870574,73636294
(주)자연과환경,043910,2023/12,127440124,78150509,49289615,69712374,110418227,69602884,40815344,69300209
(주)자이언트스텝,289220,2018/12,14115151,9878640,4236511,20480173,12868622,10760498,2108124,12766649
(주)자이언트스텝,289220,2019/12,16806449,6842371,9964078,21199192,14181310,6415176,7766134,12839025
(주)자이언트스텝,289220,2020/12,22663935,14814892,7849043,20223107,20710245,14328898,6381346,15535548
(주)자이언트스텝,289220,2021/12,143724545,127150592,16573954,33157055,139980548,126938317,13042232,23027167
(주)자이언트스텝,289220,2022/12,146288745,122964193,23324552,40619850,137218134,120415657,16802477,24526785
(주)자이언트스텝,289220,2023/12,127106270,98623931,28482339,42309466,116642482,95602221,21040261,24761223
(주)장원테크,174880,2018/12,102570898,65950444,36620454,118254864,62501834,57186836,5314998,28109444
(주)장원테크,174880,2019/12,167185271,66812932,100372338,94837169,138346349,62024236,76322113,20249951
(주)장원테크,174880,2020/12,136195655,79547426,56648229,47777056,113642691,71740743,41901948,10814287
(주)장원테크,174880,2021/12,149942044,91329154,58612890,74683280,116853830,75631766,41222064,19121087
(주)장원테크,174880,2022/12,84049666,68032241,16017424,66612963,54790133,51268261,3521872,16067629
(주)저스템,417840,2018/12,,,,,,,,
(주)저스템,417840,2019/12,,,,,,,,
(주)저스템,417840,2020/12,,,,,,,,
(주)저스템,417840,2021/12,,,,,43852544,22615784,21236761,44826695
(주)저스템,417840,2022/12,,,,,70484463,50806251,19678212,46098648
(주)정다운,208140,2018/12,110631822,49464047,61167775,105484286,93953651,47835383,46118268,94883997
(주)정다운,208140,2019/12,123003077,50740616,72262461,125822119,112861951,48837782,64024169,114132619
(주)정다운,208140,2020/12,151500507,70623937,80876571,124029506,140390212,68980693,71409519,123887477
(주)정다운,208140,2021/12,162072981,81897461,80175520,153620860,149555436,80413353,69142084,153426690
(주)정다운,208140,2022/12,169694773,94014042,75680731,182649074,159933562,92881498,67052064,182429007
(주)정다운,208140,2023/12,196359679,122936531,73423149,185491756,188893952,121453793,67440159,185094678
(주)정상제이엘에스,040420,2018/12,86304213,61808805,24495409,87089272,83313449,61385015,21928433,83759118
(주)정상제이엘에스,040420,2019/12,110789767,63970605,46819162,93567447,108848242,64084142,44764100,89392125
(주)정상제이엘에스,040420,2020/12,99737850,64093742,35644108,85388337,98715365,63839836,34875529,84038271
(주)정상제이엘에스,040420,2021/12,111549061,72036891,39512169,101714283,110987257,71846039,39141218,101129659
(주)정상제이엘에스,040420,2022/12,99682904,77785796,21897108,110791763,98934684,77415949,21518735,109997334
(주)정상제이엘에스,040420,2023/12,107464055,83943620,23520435,113358990,106764614,83552952,23211662,112626232
(주)정원엔시스,045510,2018/12,77907893,38577514,39330379,147806242,69263657,38479442,30784215,110588062
(주)정원엔시스,045510,2019/12,91101662,38753123,52348538,169191423,82586672,38660745,43925927,128935978
(주)정원엔시스,045510,2020/12,81686020,39977479,41708540,172164589,73453827,39904482,33549345,138330480
(주)정원엔시스,045510,2021/12,89402796,40810883,48591913,166333185,83904441,40716820,43187621,135753302
(주)정원엔시스,045510,2022/12,95480841,41325323,54155518,166266658,85965385,41325323,44640063,135129408
(주)정원엔시스,045510,2023/12,91859531,43026076,48833455,179751794,83757385,43026076,40731309,151068950
(주)제넥신,095700,2018/12,,,,,374811155,320507454,54303701,12881557
(주)제넥신,095700,2019/12,,,,,358176683,296909421,61267262,11303045
(주)제넥신,095700,2020/12,596907821,536533108,60374712,18543495,614454702,554289063,60165640,18543495
(주)제넥신,095700,2021/12,636864823,519459135,117405687,36828455,636310654,522751417,113559237,38320455
(주)제넥신,095700,2022/12,388781108,277394490,111386617,16139032,393677113,286426830,107250284,15886971
(주)제넥신,095700,2023/12,376586600,296903616,79682984,4426627,412853498,332399337,80454161,3871429
(주)제넨바이오,072520,2018/12,72840014,33349809,39490205,7043270,70463510,31870305,38593205,7043270
(주)제넨바이오,072520,2019/12,90027263,24116911,65910352,21968100,83980821,25724277,58256544,11646248
(주)제넨바이오,072520,2020/12,98205112,48133988,50071125,11845685,97225113,49681101,47544012,11845685
(주)제넨바이오,072520,2021/12,141446247,90094636,51351611,8894669,135262844,89514280,45748564,8894669
(주)제넨바이오,072520,2022/12,136913997,62006601,74907396,9372688,125947340,61248928,64698412,9372688
(주)제노레이,122310,2018/12,58440831,44973437,13467393,56289419,57124240,44601867,12522372,52915039
(주)제노레이,122310,2019/12,78518323,59586406,18931917,65105755,76754029,58668464,18085565,60797612
(주)제노레이,122310,2020/12,85744968,66526705,19218263,61688005,84619741,66011065,18608676,59415168
(주)제노레이,122310,2021/12,99371985,78816904,20555081,74290405,96738974,76937296,19801679,70617611
(주)제노레이,122310,2022/12,106198127,87963466,18234660,82604107,104625799,86640337,17985461,79812274
(주)제노레이,122310,2023/12,124269684,95533183,28736501,97897441,122753756,95644184,27109572,95428913
(주)제노코,361390,2018/12,,,,,,,,
(주)제노코,361390,2019/12,,,,,,,,
(주)제노코,361390,2020/12,,,,,28671898,8199734,20472164,34089086
(주)제노코,361390,2021/12,,,,,63136727,31205864,31930863,45639344
(주)제노코,361390,2022/12,,,,,63349152,33814472,29534681,50704825
(주)제노코,361390,2023/12,,,,,66250552,34840309,31410243,55112129
(주)제노포커스,187420,2018/12,70334519,61563334,8771185,11517966,65028048,61680390,3347658,7406680
(주)제노포커스,187420,2019/12,90202499,56079134,34123364,14941514,73772065,59771176,14000890,13858160
(주)제노포커스,187420,2020/12,113227403,44940725,68286678,18769178,94172250,53508757,40663493,16716722
(주)제노포커스,187420,2021/12,118522515,38805329,79717186,25873630,95873997,61861166,34012831,10141484
(주)제노포커스,187420,2022/12,133914216,27074475,106839741,27801756,90129359,36628498,53500861,12737689
(주)제노포커스,187420,2023/12,97862901,26361795,71501106,27008338,60930574,25861561,35069012,14239494
(주)제놀루션,225220,2018/12,,,,,,,,
(주)제놀루션,225220,2019/12,,,,,13428301,2638701,10789601,3950620
(주)제놀루션,225220,2020/12,,,,,83773905,61291241,22482664,85302770
(주)제놀루션,225220,2021/12,,,,,94941433,82203272,12738160,72834041
(주)제놀루션,225220,2022/12,,,,,114453735,94698800,19754935,38084569
(주)제닉,123330,2018/12,73312096,38940929,34371167,69027048,54093544,40585978,13507566,50523823
(주)제닉,123330,2019/12,58148662,27139598,31009064,52261355,37553591,7426872,30126718,43256345
(주)제닉,123330,2020/12,50097357,22330915,27766442,42131838,49999548,22330915,27668633,42142139
(주)제닉,123330,2021/12,45410705,19297227,26113477,38408414,45401736,19297227,26104508,38408414
(주)제닉,123330,2022/12,30356303,15942874,14413430,31448829,30344723,15942874,14401849,31448829
(주)제닉,123330,2023/12,23401839,11531445,11870394,28069767,23393059,11531445,11861614,28069767
(주)제로투세븐,159580,2018/12,134940261,63301416,71638845,175282228,126266096,61250775,65015321,156776939
(주)제로투세븐,159580,2019/12,127737817,72818412,54919405,213550382,124637296,71491146,53146149,215101486
(주)제로투세븐,159580,2020/12,111072143,72255990,38816154,141000745,108696969,70972880,37724089,139580202
(주)제로투세븐,159580,2021/12,97976551,74263232,23713318,111951949,97481486,73791458,23690027,111547995
(주)제로투세븐,159580,2022/12,99389972,79558362,19831610,90391451,99228118,79020672,20207446,90367996
(주)제로투세븐,159580,2023/12,89418245,81537382,7880863,69412990,90010338,82300044,7710294,69986068
(주)제우스,079370,2018/12,402378729,214612467,187766261,453591917,275308527,164285424,111023103,304792159
(주)제우스,079370,2019/12,381353568,228826484,152527083,323487856,250270864,169067191,81203674,198658144
(주)제우스,079370,2020/12,442573139,242101193,200471946,360024803,283061501,172598706,110462795,212125124
(주)제우스,079370,2021/12,533505606,254588066,278917541,400762250,316723116,175505559,141217557,200663527
(주)제우스,079370,2022/12,612257323,279163380,333093943,509015893,336304491,195367347,140937144,294676792
(주)제우스,079370,2023/12,621696197,343135609,278560588,402871360,344986369,223510499,121475870,187092870
(주)제이브이엠,054950,2018/12,176737139,123167202,53569938,103635370,162136181,128511926,33624255,90115376
(주)제이브이엠,054950,2019/12,180112579,123609460,56503119,110144570,161920776,130433491,31487285,99556067
(주)제이브이엠,054950,2020/12,199931447,137355089,62576358,115411407,174544010,141573710,32970301,100348623
(주)제이브이엠,054950,2021/12,211040260,143490003,67550258,115826300,188411293,149287026,39124267,103615851
(주)제이브이엠,054950,2022/12,231713430,158121468,73591962,141977630,206944087,162789962,44154125,126335092
(주)제이브이엠,054950,2023/12,257522493,179492261,78030232,157085343,225561336,182233540,43327796,136939339
(주)제이스텍,090470,2018/12,143329237,129975200,13354037,126230077,142915886,129869006,13046879,126220077
(주)제이스텍,090470,2019/12,152785429,129569213,23216216,126892960,152849084,129961517,22887566,126892960
(주)제이스텍,090470,2020/12,146674142,114559472,32114670,114448676,146124748,115221686,30903061,114448676
(주)제이스텍,090470,2021/12,160531309,122082307,38449001,81838115,160264272,123270425,36993847,81552744
(주)제이스텍,090470,2022/12,190313508,150073858,40239650,143939697,187916062,149620896,38295166,141780492
(주)제이스텍,090470,2023/12,180258657,167522860,12735797,72087354,181145133,170335481,10809652,68785678
(주)제이시스메디칼,287410,2018/12,,,,,,,,
(주)제이시스메디칼,287410,2019/12,,,,,,,,
(주)제이시스메디칼,287410,2020/12,,,,,,,,
(주)제이시스메디칼,287410,2021/12,74058838,47653583,26405255,81295999,65051147,45123722,19927426,79816496
(주)제이시스메디칼,287410,2022/12,118117560,79954883,38162677,116549560,103198164,77110083,26088081,111632936
(주)제이시스메디칼,287410,2023/12,142312542,96249506,46063036,143029553,127222258,90257728,36964530,134434327
(주)제이아이테크,417500,2019/12,,,,,19724091,8988743,10735348,17023116
(주)제이아이테크,417500,2020/12,25340129,12426433,12913696,19893358,25332989,12461434,12871555,19893358
(주)제이아이테크,417500,2021/12,35426710,23428866,11997844,20497514,35164387,23314209,11850178,20497336
(주)제이아이테크,417500,2022/12,85125034,62095438,23029596,68282478,84457115,61718198,22738917,68290729
(주)제이앤티씨,204270,2018/12,361123753,204904650,156219104,229357031,287212084,194253831,92958252,164105652
(주)제이앤티씨,204270,2019/12,443616096,292323558,151292538,386150387,261878451,164580371,97298081,142404428
(주)제이앤티씨,204270,2020/12,550623583,388732970,161890612,347772920,274328066,206752157,67575909,119772099
(주)제이앤티씨,204270,2021/12,579051176,375220975,203830202,202595051,273832712,201038397,72794315,101351084
(주)제이앤티씨,204270,2022/12,522484963,334806306,187678658,161325172,269955242,211246017,58709225,87389586
(주)제이에스코퍼레이션,194370,2018/12,189468046,155255164,34212882,205633846,180144246,161657588,18486659,195063489
(주)제이에스코퍼레이션,194370,2019/12,201631124,156910658,44720466,253067075,185510490,165022557,20487934,242832234
(주)제이에스코퍼레이션,194370,2020/12,504395888,150694988,353700901,402818975,278894536,153513789,125380747,161122598
(주)제이에스코퍼레이션,194370,2021/12,552280908,201886290,350394618,987023678,276844894,168467443,108377451,237504109
(주)제이에스코퍼레이션,194370,2022/12,533768141,255477889,278290252,975066241,305839965,179133782,126706183,315832865
(주)제이에스코퍼레이션,194370,2023/12,762883958,292811741,470072217,862765475,503815008,230520535,273294474,285073977
(주)제이에스티나,026040,2018/12,115242227,71446974,43795253,127351326,118194572,74560697,43633876,126039596
(주)제이에스티나,026040,2019/12,82018191,45305565,36712626,96140824,81949085,45325228,36623857,94811398
(주)제이에스티나,026040,2020/12,67905196,30927611,36977585,60003207,67882626,30916910,36965716,59781522
(주)제이에스티나,026040,2021/12,64949455,48769497,16179958,67332598,76885587,60728996,16156590,67240988
(주)제이에스티나,026040,2022/12,,,,,59186700,46545182,12641518,77880466
(주)제이에스티나,026040,2023/12,,,,,54581404,43226633,11354771,75362475
(주)제이엔비,452160,2018/12,,,,,,,,
(주)제이엔비,452160,2019/12,,,,,,,,
(주)제이엔비,452160,2020/12,,,,,,,,
(주)제이엔비,452160,2021/12,,,,,,,,
(주)제이엔비,452160,2022/12,51467143,22707931,28759212,16550325,47685766,22561071,25124694,16532325
(주)제이엔비,452160,2023/12,59802139,34580995,25221144,15313115,56230658,34533936,21696722,15137615
(주)제이엘케이,322510,2018/12,,,,,9423021,6095169,3327852,362909
(주)제이엘케이,322510,2019/12,38698295,36300721,2397575,229534,38878318,36493991,2384327,229534
(주)제이엘케이,322510,2020/12,46553184,30669401,15883782,4489991,46814839,30941503,15873336,4489991
(주)제이엘케이,322510,2021/12,40448268,24260053,16188215,3786050,40841579,24724789,16116790,3821369
(주)제이엘케이,322510,2022/12,36330798,16599264,19731534,3415331,36535969,16985805,19550164,3413448
(주)제이엘케이,322510,2023/12,33154820,11724993,21429827,2488984,33441953,12042296,21399657,2488984
(주)제이오,418550,2018/12,,,,,,,,
(주)제이오,418550,2019/12,,,,,,,,
(주)제이오,418550,2020/12,,,,,,,,
(주)제이오,418550,2021/12,,,,,87756657,27005109,60751548,78702797
(주)제이오,418550,2022/12,,,,,84819059,58843076,25975983,67655302
(주)제이오,418550,2023/12,,,,,196535692,134666033,61869659,114493963
(주)제이와이피엔터테인먼트,035900,2018/12,159341920,127968053,31373866,124821138,144849749,116606381,28243368,118167060
(주)제이와이피엔터테인먼트,035900,2019/12,207839679,162349944,45489735,155435845,180392303,142006635,38385668,144613992
(주)제이와이피엔터테인먼트,035900,2020/12,223949703,186247335,37702367,144399022,189906055,161465012,28441042,130009012
(주)제이와이피엔터테인먼트,035900,2021/12,317418306,250649389,66768917,193899562,254033849,198314671,55719178,165230962
(주)제이와이피엔터테인먼트,035900,2022/12,411122310,304501101,106621209,345892110,321585856,240256426,81329430,291490221
(주)제이와이피엔터테인먼트,035900,2023/12,571533446,398042671,173490775,566500543,478333193,349139855,129193337,477085946
(주)제이투케이바이오,420570,2020/12,,,,,13250076,7251332,5998743,13857614
(주)제이투케이바이오,420570,2021/12,16150033,8933355,7216678,14218562,16066054,8866750,7199304,14218562
(주)제이투케이바이오,420570,2022/12,17647963,10926961,6721002,16031904,17611633,10969613,6642020,15604296
(주)제이티,089790,2018/12,,,,,42019563,22150089,19869474,34943401
(주)제이티,089790,2019/12,57029871,26698429,30331442,42388224,57029871,26698429,30331442,42388224
(주)제이티,089790,2020/12,54506278,31995001,22511278,44608947,54576899,32075476,22501423,44608947
(주)제이티,089790,2021/12,76527097,46051682,30475416,65644974,76462265,46013871,30448395,65626016
(주)제이티,089790,2022/12,80838037,54602358,26235679,81858814,80594182,54448795,26145386,81635001
(주)제이티,089790,2023/12,89482927,59789992,29692935,47160459,89173252,59602486,29570767,47044478
(주)제일기획,030000,2018/12,2172078164,892792830,1279285333,3477880994,1220020596,668309268,551711329,1198292622
(주)제일기획,030000,2019/12,2252767352,956815589,1295951762,3421672988,1226491626,693996129,532495497,1150057693
(주)제일기획,030000,2020/12,2242463952,1015529269,1226934683,2747921881,1252632182,730255206,522376976,870684464
(주)제일기획,030000,2021/12,2542111414,1127267387,1414844027,3325712308,1289135278,738130496,551004782,1017011069
(주)제일기획,030000,2022/12,2751445128,1221429566,1530015562,4253367260,1328473794,704976287,623497507,1280522528
(주)제일기획,030000,2023/12,2889504607,1297763756,1591740851,4138274796,1311099467,610814437,700285030,1244098722
(주)제일바이오,052670,2018/12,,,,,32331319,29682941,2648377,27809542
(주)제일바이오,052670,2019/12,,,,,34648173,31617815,3030358,22986005
(주)제일바이오,052670,2020/12,,,,,42628612,38195930,4432683,18999123
(주)제일바이오,052670,2021/12,,,,,39159360,37330643,1828716,16912383
(주)제일바이오,052670,2022/12,,,,,34329257,33030737,1298519,15348596
(주)제일테크노스,038010,2018/12,160194091,74310613,85883477,160764315,153030146,71053639,81976508,156348756
(주)제일테크노스,038010,2019/12,159138352,76331006,82807346,167024919,152327093,72946665,79380429,162468907
(주)제일테크노스,038010,2020/12,153965042,72292731,81672311,136052457,148073506,69044951,79028555,131437899
(주)제일테크노스,038010,2021/12,162029090,72657021,89372069,179327760,155743018,69332571,86410447,175959011
(주)제일테크노스,038010,2022/12,184883419,84526110,100357309,215637952,178910899,81356933,97553966,208451076
(주)제일테크노스,038010,2023/12,195450551,113749623,81700928,267641196,188230723,109330720,78900004,258748129
(주)제주반도체,080220,2018/12,158349733,75046788,83302945,144450015,157284062,82862794,74421268,144450015
(주)제주반도체,080220,2019/12,159509089,69947330,89561759,109091141,156782564,78402786,78379778,109039431
(주)제주반도체,080220,2020/12,156750198,92074323,64675875,126952770,135098550,94380694,40717856,110454753
(주)제주반도체,080220,2021/12,167955041,117098919,50856122,193314676,159640602,120070001,39570601,176599278
(주)제주반도체,080220,2022/12,175998873,142701993,33296879,175023554,175624879,144577122,31047757,158258063
(주)제주반도체,080220,2023/12,198673383,158568405,40104978,145899794,195907391,157536924,38370467,145899794
(주)제주항공,089590,2018/12,1031605312,382410696,649194617,1259395676,1024453309,381681444,642771865,1256645052
(주)제주항공,089590,2019/12,1467507641,325119008,1142388633,1383976262,1458265885,322099424,1136166461,1376135272
(주)제주항공,089590,2020/12,1168566447,216811873,951754574,377045661,1156766841,218431476,938335365,374030898
(주)제주항공,089590,2021/12,1266756061,184088788,1082667274,273079199,1253522783,182551875,1070970908,270775568
(주)제주항공,089590,2022/12,1663644039,306620204,1357023834,702503276,1660894389,312807776,1348086613,695615699
(주)제주항공,089590,2023/12,1980894334,311202862,1669691472,1724008542,1957169793,309286422,1647883370,1699321139
(주)제테마,216080,2018/12,,,,,51287324,-5044598,56331923,11207567
(주)제테마,216080,2019/12,,,,,62286133,33937565,28348568,13300388
(주)제테마,216080,2020/12,,,,,66860282,41563514,25296768,20659506
(주)제테마,216080,2021/12,,,,,147925225,54561514,93363711,33222759
