회사명,거래소코드,회계년도,총자본증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),종업원수증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),금융비용부담률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),사내유보 대 자기자본비율(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),유보율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자기자본구성비율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),부채비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),[제조]자산(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]매출원가(*)(IFRS연결),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),[제조]당기순이익(손실)(IFRS연결)
(주)한진해운,117930,2014/12,-19.51,0,0,14.04,-16.23,,5.12,0.95,-4.89,11.29,-65.64,3.97,106.22,,0.91,11.9,0.98,4.71,5.48,33.51,13.55,1.17,0.03,,,,,5.08,7.07,-2797,2812.92,7.32,132.68,4.99,70.93,9.13,33.18,29.36,10.82,0,64.38,995.16,7.28,10.46,6.62,6.51,44929.7,,8515298670,8654833392,8212008881,360679612,-423333456
(주)한진해운,117930,2015/12,-12.82,-55.04,0,7.09,-10.62,,4.35,0.48,0.04,4.73,-3.22,4,102.58,,0.97,9.91,1.08,5.69,6.43,49.73,15.55,1.31,0.02,,,,,9.37,12.04,-189,1989.54,6,1730.68,9,39.72,10.55,25.53,22.65,5.92,0,52.64,847.77,7.75,11.52,6.94,6.66,31538.59,,7423502247,7735467143,7398874805,299658011,3041111
(주)한창,005110,2012/12,0,0,0,0,0,,34.25,6.78,6.22,5.31,4.87,-1.9,93.8,,0.48,0.78,1.25,0.71,0.78,8.96,3.6,0.49,0.11,,,,,4.17,23.62,36,-68.94,45.47,0,8.66,42.65,61.39,220.8,203.19,8.58,14.58,101.63,62.88,-17.64,-148.57,-6.81,-14.15,487.24,,34879179,16789740,11040066,4611896,1043547
(주)한창,005110,2013/12,8.07,88.96,-16.49,4.12,34.1,,49.33,9.55,3.87,9.84,3.99,0.65,95.94,,0.62,1.03,1.56,0.95,1.02,14.86,3.69,0.67,0.08,,,,,16.66,56.51,30,-137.06,50.6,0,27.89,79.05,59.15,270.98,257.83,53.64,7.69,214.01,69.05,-23.05,-55.48,-9.42,-15.76,653.4,,37693959,22515364,11408192,8957274,871485
(주)한창,005110,2014/12,16.83,-14.68,133.57,9.78,-14.88,,62.16,9.57,9.73,7.86,8.7,0.61,90.31,,0.47,0.82,1.09,0.7,0.81,5.16,3.34,0.49,1.09,,,,,17.51,82.19,70,-61.07,63.25,0,40.23,71.47,55.34,223.61,178.35,63.85,36.61,256.69,80.7,-17.36,-29.19,-7.75,-17.81,556.15,,44038164,19164151,7252616,10077324,1863884
(주)한창,005110,2015/12,53.52,0,0,44.79,-10.42,,40.5,-19.51,-3.7,-11.48,2.74,1.05,116.65,,0.31,0.59,0.64,0.42,0.58,1.54,4.32,0.34,0,,,,,3.78,25.2,26,-313.19,112.36,38040.26,14.87,200.04,50.26,1048.11,714.66,466.89,35.17,297.93,98.96,-19.18,-23.56,-9.54,-37.56,498.19,,67607184,17167065,10214947,10302182,-635087
(주)한창,005110,2016/12,21.7,0,0,11.62,193.94,,24.59,1.59,8.62,2.2,11.27,-0.4,86.47,,0.67,1.39,1.31,0.95,1.44,2.77,11.54,0.74,0,,,,,19.04,4197.25,129,321.91,136.27,385142.65,31.04,47.92,47.02,221.08,140.39,70.92,66.64,448.68,112.69,0.34,0.96,0.18,0.3,1464.37,,82275229,50460142,38052306,11607500,4347838
(주)한창,005110,2017/12,26.26,467.85,-66.39,-1.86,122.01,,16.93,4.06,3.95,11.41,3.63,0.04,95.55,,1.2,2.81,2.1,1.59,2.14,6.24,25.43,1.15,0,,,,,14.73,238.02,43,283.37,132.01,4570.95,13.66,56.36,39.43,290.36,237.28,113.94,27.89,286.8,153.59,16.57,30.05,10.04,9.31,3251.11,,103882929,112028726,93060040,14423977,4424189
(주)한창,005110,2018/12,2.26,1.8,-210.93,-19.67,-11.54,,19.33,4.67,1.56,12.57,-4.5,0.18,96.26,,0.94,2.69,1.45,1.17,1.81,3.33,12.16,0.75,0,,,,,12.54,534.48,-48,-325.76,87.67,5550.19,13.45,61.41,30.71,127.06,60.86,14.93,244.66,1244.96,225.67,-0.99,-4.6,-0.69,-0.74,2875.94,,106233878,99100978,79946868,14527816,1542836
(주)한창,005110,2019/12,-13.54,59.24,0,-15.57,-30.34,,27.41,10.67,-2.62,24.82,-15,0.19,96.2,,0.7,2.33,1,1.05,1.76,2.61,27.87,0.59,0,,,,,11.7,455.43,-131,292.28,57.96,6681.66,15.56,62.49,29.11,125.74,101.91,15.38,92.59,181.22,243.5,-0.82,-1.19,-0.58,-0.77,1985.93,,91847934,69033371,50109515,11556904,-1808271
(주)한창,005110,2020/12,28.21,0,0,37.88,-48.11,,28.65,-13.1,-62.33,-14.58,-53.91,15.46,144.65,,0.34,1.11,0.49,0.57,0.65,4.8,5.79,0.33,0,,,,,-12.06,-466.12,-404,-399.28,12.14,-1537.24,-39.64,0,31.97,135.59,125.05,34.2,29.6,564.49,212.78,-2.33,-4.48,-1.58,-5.21,1029.72,,117760361,35824106,25558873,14959909,-22329524
(주)한창,005110,2021/12,14.03,0,0,-19.98,-1.69,,24.34,-13.4,-80.19,-12.65,-66.2,5.43,168.79,,0.28,0.94,0.4,0.41,0.45,4.63,4.47,0.22,0,,,,,-15.91,-391.15,-332,-52.86,-13.01,-16699.6,-60.67,0,27.56,105.02,94.8,4.6,203.56,130.39,262.9,-8.95,-14.79,-6.49,-24.73,527.29,,134278398,35217987,26644490,13293650,-28242822
(주)한창,005110,2022/12,-15.49,0,0,-24.94,153.68,,39.01,11.02,-2.09,32.63,-25.34,1.63,96.46,,0.72,2.96,0.95,1.04,1.18,8.95,9.93,0.52,0.33,,,,,13.64,206.76,-88,154.53,-45.08,608.1,17.33,58.78,20.57,94.32,81.13,3.74,0,181.44,386.04,4.85,13.47,3.85,4.89,1125.25,,113480993,89339914,54491514,25001955,-1870954
(주)한창제지,009460,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한창제지,009460,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한창제지,009460,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한창제지,009460,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한창제지,009460,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한창제지,009460,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한창제지,009460,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한창제지,009460,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한창제지,009460,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한창제지,009460,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한창제지,009460,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한컴라이프케어,372910,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한컴라이프케어,372910,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한컴라이프케어,372910,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한컴라이프케어,372910,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한컴라이프케어,372910,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한컴라이프케어,372910,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한컴라이프케어,372910,2018/12,0,0,0,0,0,,38.54,27.35,20.64,0,0,1.54,74.99,,0.79,0,0.54,1.71,2.62,4.9,23.1,1.3,0,,,,,37.35,75.32,102172,66440.32,-2959.4,354.84,47.49,30.19,0,325.08,211.99,157.48,50.24,205.71,0,12.15,22.14,17.67,22.47,295697.14,,125897754,99008275,60849233,11078265,20434325
(주)한컴라이프케어,372910,2019/12,5.19,-66.26,0,0,-32.75,,35.16,13.72,-2.69,0,0,15.44,101.71,,0.52,0,0.36,1.09,1.68,3.11,15.56,0.83,0,,,,,22.31,49.99,-8957,33644.89,-3040.78,264.06,44.38,47.79,0,302.55,195.97,167.04,52.62,147.62,0,8.76,16.02,12.65,25.16,198866.06,,132437766,66586323,43173028,14275433,-1791445
(주)한컴라이프케어,372910,2020/12,26.53,323.7,0,0,128.04,,38.18,25.5,18.24,0,0,4.48,78.99,,1.01,0,0.95,2.09,3.85,4.58,24.06,1.2,0,,,,,39.33,96.59,1967,31016.39,860.09,446.36,43.41,30.44,22.56,93.86,43.27,26.07,0,377.21,343.23,8.34,24.02,6.46,7.13,453489.36,,167573964,151841841,93863434,19260958,27689959
(주)한컴라이프케어,372910,2021/12,27.78,-87.64,-82.54,208.98,-20.22,,23.07,3.95,3.99,6.19,6.25,0.3,95.32,,0.63,1.57,1.07,1.26,2.13,3.09,23.27,0.65,0,,,,,16.27,45.77,196,71234.54,2010.59,234.8,28.76,59.07,54.56,119.86,82.51,66.34,188.04,33.58,83.3,19.75,343.71,8.98,15.86,307627.58,,214127312,121140357,93191714,23161640,4835069
(주)한컴라이프케어,372910,2022/12,-2.85,0,90.36,8.88,-17.35,,19.86,-1.33,9.26,-1.09,7.54,-0.6,88.92,,0.47,0.82,1.13,0.89,1.32,2.72,32.23,0.51,0.07,,,,,19.65,62.36,333,183.65,2198.06,672.29,40.82,49.69,61.5,149.28,98.28,75.92,103.49,118.23,62.61,20.68,380.58,7.96,16.55,3617.79,,208029841,100120113,80234790,21217394,9269406
(주)한화,000880,2012/12,5.56,21.64,130.57,6.24,-5.6,,8.71,3.32,2.77,7.32,6.42,2.08,96.87,,0.74,2.21,1.12,2.63,3.22,14.35,6.27,1.22,0.09,,,,,11.07,59.88,4459,10533.55,1225.21,1443.9,15.27,49.45,33.79,90.04,75.61,11.21,0,137.91,195.98,6.93,15.72,4.59,6.33,152485.5,,15865391957,11503205580,10501385846,620367218,318643396
(주)한화,000880,2013/12,614.28,126.43,-58.09,-13.62,236.65,,7.14,2.23,0.58,10.71,2.8,1.07,98.97,,0.6,4.8,0.69,5.56,7.24,24.04,17.5,2.77,0.05,,,,,4.03,59.89,1869,84893.08,1045.53,231.11,11.79,54.25,9.51,104.25,76.62,14.88,650.62,119.37,951.62,3.51,34.52,3.18,9.29,513334.84,,113322609673,38724968314,35958260028,1902975864,224668731
(주)한화,000880,2014/12,9.14,-40.28,0,1.36,-3.27,,5.94,1.38,-0.44,4.51,-8.42,1.15,99.9,,0.32,3.27,0.35,4.12,5.81,14.2,13.92,2.05,0.09,,,,,3.3,49.38,-5240,60699.06,1060.98,162.09,10.91,64.86,9.8,93.31,63.68,10.81,0,130.78,920.9,4.92,54.58,4.44,14.66,496524.65,,123684262290,37456840937,35230402224,1710600805,-163026544
(주)한화,000880,2015/12,17.74,47.03,0,-4.68,10.46,,7.13,1.83,0.29,5.89,-6.7,0.85,99.59,,0.31,3.21,0.34,4.15,5.89,14.08,12.18,1.97,0.16,,,,,3.19,48.91,-4097,127530.51,1006.94,169.78,11.24,64.55,9.37,87.71,63.41,9.24,0,195.61,967.16,5.38,60.77,4.88,17.16,548480.5,,145621715231,41376287959,38427600865,2190236766,120514957
(주)한화,000880,2016/12,6.35,122.29,0,6.1,13.88,,8.64,3.58,2.73,12.1,11.48,0.88,96.57,,0.31,3.38,0.35,3.98,5.3,16.07,12.02,1.88,0.12,,,,,4.63,73.96,6848,75524.65,804.69,274.64,15.23,51.87,9.19,91,70.84,20.94,0,143.4,988.5,5.59,66.28,5.07,16.68,583659.05,,154871038000,47120215000,43049746000,2384544000,1288691000
(주)한화,000880,2017/12,3.44,28.06,-17.55,3.02,6.97,,8.89,4.28,2.6,14.3,9.06,0.75,96.16,,0.32,3.34,0.35,4.19,5.42,18.51,13.59,1.99,0.08,,,,,4.92,81.11,5619,52481.72,831.88,306.04,15.64,48.17,9.97,89.86,69.05,16.31,0,141.41,903.43,3.9,51.33,3.51,11.15,514803.61,,160194978000,50404436000,45921118000,2324387000,1310937000
(주)한화,000880,2018/12,5.84,-16.34,15.55,-7.84,-3.3,,8.74,3.71,1.64,10.97,10.73,0.71,97.4,,0.3,2.96,0.33,3.85,5.19,14.84,12.67,1.83,0.13,,,,,4.08,64.19,6541,28078.85,759.18,223.25,14.2,53.59,10,92.27,66.18,19.8,0,177.78,900.11,2.58,30.66,2.33,8.09,497805.52,,169548577000,48740153000,44479231000,2454774000,799340000
(주)한화,000880,2019/12,7.51,-37.67,-80.79,5.73,3.43,,7.44,2.23,0.46,6.39,2.09,1,99.51,,0.29,2.86,0.32,3.48,4.76,12.93,12.72,1.69,0.26,,,,,3.6,63.05,1051,25716.68,808.19,217.79,13.02,64.49,10.02,95.25,70.78,21.95,0,165.22,898.06,1.61,17.91,1.44,5.22,514884.94,,182286178000,50412399000,46659353000,2627329000,231054000
(주)한화,000880,2020/12,4.88,40.54,137.67,1.91,1.02,,8.12,3.11,1.45,8.6,4.79,0.89,97.89,,0.27,2.77,0.3,3.37,4.59,12.68,14.03,1.65,0.24,,,,,3.87,69.45,2831,35164.25,826.1,231.82,14.53,56.58,9.68,95.54,69.25,27.34,0,155.24,932.99,1.73,20.46,1.56,5.85,520135.18,,191178338000,50926451000,46791921000,2552485000,740501000
(주)한화,000880,2021/12,5.85,85.07,321.42,6.74,3.75,,10.8,5.54,4.09,14.8,19.33,0.65,94.36,,0.27,2.67,0.3,3.24,4.53,11.39,15.42,1.63,0.17,,,,,4.62,87.68,9781,73824.11,889.54,287.23,17.7,45.19,10.4,107.08,75.7,33.37,443.23,120.71,861.49,2.94,34.56,2.64,10.1,539638.99,,202366402000,52836069000,47131571000,2776610000,2162057000
(주)한화,000880,2022/12,4.35,-14.06,45.63,8.62,17.87,,9.5,4.04,3.6,12,26.13,0.85,96.26,,0.3,2.97,0.34,3.11,4.41,10.62,15.18,1.61,0.17,,,,,4.24,59.63,14169,19131.23,969.43,217.56,14.37,48.81,9.89,105.97,74.88,31.63,521.03,142.11,911.43,2.39,27.79,2.15,7.31,636077.79,,211175324000,62278395000,56364928000,3397376000,2243337000
(주)한화갤러리아타임월드,027390,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)한화갤러리아타임월드,027390,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)현대리바트,079430,2012/12,-4.69,-65.3,-49.87,-0.1,-3.12,,18.44,0.63,0.72,1.7,1.93,-0.04,99.03,,1.51,2.68,3.44,2.97,4.78,7.84,6.81,1.76,0.14,,,,,11.79,29.66,215,769.88,1010.54,753.64,7.63,74.27,57.62,150.67,95.42,26.57,109.05,121.13,73.56,7.99,32.84,3.39,2.19,29251.43,,326931020,504927936,411814708,89910822,3627904
(주)현대리바트,079430,2013/12,1.75,300.47,100.4,2.43,9.83,,19.45,2.31,1.31,6.73,3.81,-0.11,97.7,,1.68,2.91,3.99,3.19,4.98,8.86,7.26,1.95,0.13,,,,,15.23,38.96,432,1069.91,1037.04,789.29,9.13,64.75,58,162.99,105.37,28.76,91.48,113.89,72.42,11.36,107.65,4.77,2.86,32127.54,,332663051,554574292,446695390,95054127,7270240
(주)현대리바트,079430,2014/12,3.77,166.67,270.52,13.46,15.92,,21.7,5.32,4.19,16.61,13.08,-0.17,94.45,,1.9,3.12,4.83,3.38,5.19,9.69,7.72,2.13,0.12,,,,,21.11,57.33,1600,1434.78,1187.46,829.38,11.34,44.25,63.41,179.98,117.96,34.79,77.55,121.52,57.69,17.12,727.1,6.26,3.36,37242.43,,345197898,642865784,503383833,105282458,26937832
(주)현대리바트,079430,2015/12,9.85,17.97,7.01,12.26,7.99,,22.95,5.81,4.15,17.37,12.41,-0.12,94.21,,1.92,2.99,5.35,3.29,4.77,10.65,6.88,2.14,0.12,,,,,21.26,63.71,1712,858.83,1342.98,1007.1,11.61,43.36,64.8,192.06,138.63,36.18,58.03,142.43,54.31,14.83,557.98,5.22,2.85,40216.88,,379216031,694209637,534883808,118981579,28826960
(주)현대리바트,079430,2016/12,10.72,4.48,15.04,12.88,5.97,,23.23,5.73,4.51,16.11,12.68,-0.09,93.94,,1.84,2.81,5.33,3.09,4.27,11.12,5.5,2.05,0.13,,,,,21.03,58.36,1969,315.87,1526.38,927.81,12,42.38,66.07,202.01,146.03,19.72,54.88,173.7,51.35,7.12,352.21,2.41,1.38,42617.3,,419856718,735644905,564738572,128752761,33163883
(주)현대리바트,079430,2017/12,62.62,16.86,11.43,49.11,20.77,,22.27,5.54,4.16,14.26,10.69,-0.08,94.42,,1.61,2.57,4.32,2.48,3.28,10.18,4.28,1.63,0.12,,,,,14.68,61.29,2163,1218.34,1930.54,1168.02,11.28,42.68,60.58,187.53,145.2,27.61,48.36,135.69,65.06,4.92,592.43,1.94,1.49,51467.69,,682759227,888417178,690556059,148598596,36954158
(주)현대리바트,079430,2018/12,-0.57,-2.29,5.21,8.15,52.15,,17.05,3.56,2.88,11.18,9.03,-0.1,96.29,,1.99,3.14,5.4,2.98,4.09,11.03,5.47,1.98,0.11,,,,,17.05,70.42,1933,331.25,2094.79,1477.2,8.56,48.73,65.9,208.52,142.38,12.7,60.95,138.98,51.75,6.01,716.59,2.05,1.03,65823.46,,678896575,1351703360,1121192056,182378800,38881124
(주)현대리바트,079430,2019/12,10.89,-50.38,-49.94,2.36,-8.44,,17.26,1.93,1.57,5.28,4.3,-0.05,97.94,,1.73,2.73,4.7,2.95,4.28,9.47,5.7,1.9,0.13,,,,,10.14,35.86,968,4657.59,2146.3,948.18,6.17,35.4,60.83,160.28,111.51,19.48,80.91,118.09,64.39,17.37,121.21,6.8,4.14,60265.69,,752808372,1237572971,1023938595,189751869,19465669
(주)현대리바트,079430,2020/12,6.71,55.75,36.61,5.04,11.88,,18.06,2.69,1.92,7.92,5.66,0.02,97.56,,1.78,2.95,4.49,3.64,5.18,12.18,6.91,2.18,0.09,,,,,15.33,39.73,1322,5133.38,2258.75,1834.38,8.89,46.89,59.88,140.58,99.49,17.02,101.25,110.88,66.99,31.19,159.54,12.51,7.26,67426.86,,803314893,1384629640,1134578627,212854542,26592768
(주)현대리바트,079430,2021/12,7.51,-45.58,-49.25,1.67,1.59,,18.47,1.44,0.96,4.17,2.78,0.04,98.63,,1.69,2.9,4.04,3.54,5.16,11.3,6.52,2.05,0.1,,,,,14.18,39.19,671,-992.19,2297.77,1948.75,8.71,53.97,56.63,134.34,89.87,4.45,129.51,133.88,76.59,11.35,48.11,4.92,3.02,68496.71,,863648499,1406599312,1146824550,239534000,13495394
(주)현대리바트,079430,2022/12,-1.1,0,0,-10.33,6.33,,14.28,-1.87,-3.39,-6.01,-10.95,0.11,104.39,,1.74,3.22,3.79,3.39,5.18,9.81,6.26,1.9,0.14,,,,,5.51,14.68,-2524,-2077.74,2051.73,92.1,3.15,148.42,51.34,120.56,77.28,3.97,210.53,143.43,94.78,-7.58,-19.96,-3.69,-2.11,72835.67,,854159330,1495701107,1282123231,241473200,-50771043
(주)현대미포조선,010620,2012/12,-1.3,-75.46,-51.69,-1.06,-4.51,,8.09,2.1,1.96,2.73,3.02,-0.99,97.45,,0.57,1.3,1.01,1.06,1.13,18.8,23.54,0.56,0.04,,,,,7.28,65.92,4928,-36620.22,3128.54,436.05,12.73,74.7,43.93,113.52,108.44,4.22,37.58,88.69,127.63,-15.16,-32.79,-8.5,-14.87,220767.55,,7722829117,4415350944,4057959233,264685880,86357628
(주)현대미포조선,010620,2013/12,32.43,0,0,-2.84,-9.73,,0.08,-6.9,-6.7,-8.3,-7.58,-0.66,107.85,,0.44,1.2,0.7,0.74,0.78,18.1,15.61,0.39,0.05,,,,,1.24,15.09,-12137,-32683.38,3038,108.94,3.19,327.16,31.69,109.17,104.93,4.06,46.26,99.09,215.57,-9.92,-24.93,-6.78,-17.39,199291.73,,10227698199,3985834602,3982494839,278501031,-267114970
(주)현대미포조선,010620,2014/12,-1.6,0,0,-41.89,-0.46,,-13.42,-21.87,-17.12,-33.58,-25.88,-0.41,121.31,,0.39,1.54,0.52,0.57,0.59,14.61,11.63,0.3,0.08,,,,,-3.59,-42.55,-32296,20288.42,1726.85,-307.71,-9.09,0,19.14,110.89,106.58,10.65,39.54,146.57,422.36,-1.52,-4.65,-1.23,-3.12,198373.87,,10063720316,3967477475,4499879607,335320861,-679259389
(주)현대미포조선,010620,2015/12,-6.22,0,0,-6.8,17.26,,8.73,1.43,0.55,3.58,2.2,0.19,98.99,,0.48,2.5,0.59,0.65,0.68,17.08,14.72,0.35,0.07,,,,,7.22,81.88,1935,-60629.2,1581.39,598.75,14.65,81.51,19.04,121.99,117.45,11.69,20.67,82.21,425.27,-5.28,-10.37,-4.27,-8.67,232621.58,,9438010980,4652431643,4246114032,339744268,25678786
(주)현대미포조선,010620,2016/12,-2.24,211.7,-9.47,27.91,-9.3,,13.06,4.92,0.94,10.23,1.81,0.51,97.89,,0.45,2.08,0.58,0.63,0.65,20.22,30.91,0.34,0.03,,,,,7.15,58.69,1734,26484.05,2048.86,610.74,15.64,74.31,24.48,119.64,116.68,14.7,15.07,20.77,308.54,-4.9,-10.24,-3.7,-8.09,210977.61,,9226316948,4219552229,3668453360,343588627,39599709
(주)현대미포조선,010620,2017/12,-9.83,-47.98,1163.81,3.47,-41.86,,8.5,4.4,18.14,4.7,20.05,0.88,78.22,,0.28,1.07,0.38,0.37,0.38,19.03,21.14,0.2,0.04,,,,,13.31,106.27,21910,-33966.46,2123.19,1297.58,45.15,27.88,28.12,114.76,113.14,9.52,11.01,96.32,255.66,-1.25,-16.18,-0.9,-3.05,122671.65,,8319438717,2453432922,2244889679,100594363,445156720
(주)현대미포조선,010620,2018/12,-58.37,-34.32,-80.54,3.28,-2.05,,7.14,2.95,5.02,3.05,3.77,0.24,95.48,,0.41,1.03,0.67,0.56,0.58,18.77,21.45,0.31,0.04,,,,,13.76,31.54,2132,25927.21,1049.65,402.29,19.83,64.62,66.9,167.35,152.48,26.06,22.09,15.44,49.48,-7.01,-28.41,-2.32,-3.35,120150.81,,3463733941,2403016269,2231500777,100619243,120655434
(주)현대미포조선,010620,2019/12,-2.4,30.64,-37.36,1.22,24.6,,6.38,3.09,2.04,3.97,2.31,-0.05,97.3,,0.87,1.28,2.76,1.69,1.86,18.34,59.19,1.06,0.02,,,,,13.86,30.77,1335,-1812.55,1063.64,362.02,15.65,70.91,69.63,174.21,157.6,19.95,22.38,33.47,43.61,21.73,96.78,6.6,7.45,74960.94,,3380628394,2994100904,2803137122,98343287,61178074
(주)현대미포조선,010620,2020/12,6.46,-60.39,0,0.39,-6.75,,4.71,1.31,-0.44,1.55,-0.84,0.05,100.66,,0.8,1.18,2.47,1.54,1.69,17.73,29.01,0.96,0.03,,,,,9.69,21.61,-489,6409.44,1068.17,258.88,12.49,89.27,65.78,157.79,145.31,44.73,21.59,64.08,52.02,7.45,38.98,2.55,3.29,69901.37,,3599025550,2792011090,2660579889,94741300,-12262320
(주)현대미포조선,010620,2021/12,7.76,0,0,-7,3.41,,-4.19,-7.53,-5.55,-9.51,-7.11,-0.26,106.67,,0.77,1.26,1.99,1.47,1.64,13.94,40.8,0.86,0.02,,,,,5.35,12.84,-4004,1743,986.61,159.2,7.18,177.91,56.84,126.97,110.49,24.84,61.09,6.34,75.94,9.73,90.87,4.2,5.64,72284.85,,3878320283,2887212251,3008237858,96299817,-160108518
(주)현대미포조선,010620,2022/12,22.43,0,0,-1.33,28.74,,0.35,-2.93,-1.18,-4.98,-2.07,-0.23,101.47,,0.86,1.7,1.75,1.56,1.76,13.32,116.14,0.84,0.01,,,,,7.65,21.53,-1118,5217.72,972.16,198.52,9.77,103.03,45.81,109.02,97.31,19.61,129.82,9.15,118.28,5.4,116.54,2.93,3.74,93056.11,,4748245499,3716860942,3704006276,121920787,-43766777
(주)현대백화점,069960,2012/12,14.41,-5.3,-7.08,12.49,5.62,,83.47,28.05,23.97,13.91,12.4,-0.46,69.59,,0.3,0.5,0.76,1.44,1.49,37.71,2.76,0.68,0.03,,,,,14.33,26.52,13974,18450.26,2294.92,518.82,50.9,23.3,59.94,101.78,98.6,5.98,178.42,96.58,66.85,18,45.4,7.21,25.62,64949.33,,5400075749,1519972872,251325785,842359199,364401168
(주)현대백화점,069960,2013/12,3.72,-7.75,-7.15,9.91,0.91,,84.17,25.64,22.01,11.6,10.36,-0.52,71.83,,0.28,0.45,0.73,1.27,1.32,36.33,2.73,0.62,0.03,,,,,13.68,24.19,12975,14799.63,2527.64,489.3,49.96,24.46,63.32,89.15,85.67,6.16,0,104.79,57.94,18.94,51.94,6.95,25.37,65537.39,,5600706253,1533735006,242830983,897673000,337566358
